step,type,txn_val,nameOrig,old_bal,newbalanceOrig,nameDest,oldbalanceDest,newbalanceDest,isFraud
288,PAYMENT,20576.8,C1614450378,11069.0,0.0,M2139568842,0.0,0.0,0
358,PAYMENT,14754.64,C814457372,0.0,0.0,M1324113906,0.0,0.0,0
135,PAYMENT,5394.29,C596718755,530906.35,525512.06,M1413576452,0.0,0.0,0
158,PAYMENT,11765.07,C1122015184,0.0,0.0,M350012051,0.0,0.0,0
161,PAYMENT,10649.87,C1786995927,0.0,0.0,M1254876255,0.0,0.0,0
372,PAYMENT,7584.75,C1029406906,0.0,0.0,M1190868350,0.0,0.0,0
329,PAYMENT,415.67,C714935312,5038.73,4623.07,M461114160,0.0,0.0,0
304,PAYMENT,14998.42,C601901647,0.0,0.0,M41865066,0.0,0.0,0
305,PAYMENT,37764.35,C2098725028,0.0,0.0,M645735320,0.0,0.0,0
401,TRANSFER,771217.05,C50753566,106203.0,0.0,C522677335,17827.59,789044.64,0
185,PAYMENT,29990.19,C763549089,0.0,0.0,M482324792,0.0,0.0,0
163,PAYMENT,24830.67,C1834739241,0.0,0.0,M1905819486,0.0,0.0,0
38,PAYMENT,19519.18,C1069147344,0.0,0.0,M1010804949,0.0,0.0,0
235,PAYMENT,14810.54,C1872686589,0.0,0.0,M1559343307,0.0,0.0,0
12,PAYMENT,378.86,C1889675322,0.0,0.0,M1642373348,0.0,0.0,0
257,PAYMENT,787.64,C1069386980,0.0,0.0,M751598087,0.0,0.0,0
35,TRANSFER,53030.64,C1440465125,0.0,0.0,C530751720,360057.18,413087.82,0
182,PAYMENT,19433.41,C1514385879,30870.0,11436.59,M852345085,0.0,0.0,0
48,PAYMENT,5064.26,C2137320529,6638.58,1574.33,M937863059,0.0,0.0,0
153,PAYMENT,7729.36,C1399151775,72585.0,64855.64,M216293444,0.0,0.0,0
215,PAYMENT,36541.12,C1827934592,0.0,0.0,M115996951,0.0,0.0,0
286,PAYMENT,50243.22,C1727046859,0.0,0.0,M1750198571,0.0,0.0,0
349,PAYMENT,36988.49,C628046521,172247.21,135258.72,M627711148,0.0,0.0,0
234,TRANSFER,1821182.73,C1904108243,0.0,0.0,C442960651,6200673.66,8021856.39,0
348,PAYMENT,31985.37,C1929702656,0.0,0.0,M2012953491,0.0,0.0,0
538,PAYMENT,20971.65,C1174641510,0.0,0.0,M1363005288,0.0,0.0,0
10,PAYMENT,22557.03,C2099891417,20468.0,0.0,M204380230,0.0,0.0,0
281,PAYMENT,11202.76,C888704592,0.0,0.0,M796796236,0.0,0.0,0
138,PAYMENT,7247.27,C290045757,0.0,0.0,M1936844063,0.0,0.0,0
227,PAYMENT,5372.16,C1392927797,9816.0,4443.84,M1267684749,0.0,0.0,0
276,PAYMENT,18311.12,C70021751,30329.0,12017.88,M421337160,0.0,0.0,0
159,PAYMENT,31174.99,C911260797,0.0,0.0,M585404908,0.0,0.0,0
217,PAYMENT,917.27,C1753582477,49.0,0.0,M1178246958,0.0,0.0,0
352,PAYMENT,9541.8,C2143660847,101466.0,91924.2,M454380488,0.0,0.0,0
235,TRANSFER,1691863.64,C1894910411,49619.0,0.0,C998164393,153534.0,1845397.64,0
177,PAYMENT,3271.23,C1027830070,0.0,0.0,M872328024,0.0,0.0,0
326,TRANSFER,6526465.32,C1414672618,0.0,0.0,C424954008,11784003.6,18310468.92,0
154,TRANSFER,307091.66,C1067882209,0.0,0.0,C698127433,7543078.63,7850170.29,0
404,PAYMENT,2199.94,C1189322052,99518.0,97318.06,M937336242,0.0,0.0,0
426,TRANSFER,897087.96,C629409512,0.0,0.0,C1358668118,2391537.43,3288625.39,0
207,TRANSFER,147517.11,C630868556,0.0,0.0,C33307279,238345.84,276355.58,0
403,PAYMENT,3574.05,C1782651110,0.0,0.0,M2136258425,0.0,0.0,0
131,PAYMENT,8655.7,C453563912,0.0,0.0,M1876610154,0.0,0.0,0
155,PAYMENT,531.59,C1092308484,381910.38,381378.8,M1133893718,0.0,0.0,0
161,PAYMENT,10132.76,C918512249,10464.0,331.24,M864620717,0.0,0.0,0
330,PAYMENT,124.83,C1624512542,21449.0,21324.17,M1430815766,0.0,0.0,0
619,PAYMENT,8681.46,C861568179,1321.0,0.0,M1137455067,0.0,0.0,0
139,TRANSFER,316335.64,C330183831,20207.0,0.0,C44787129,157996.44,474332.08,0
308,PAYMENT,5777.44,C1150364565,2165.14,0.0,M1812858798,0.0,0.0,0
357,PAYMENT,9213.83,C667362195,12294.0,3080.17,M1715996256,0.0,0.0,0
131,PAYMENT,21330.48,C768086762,0.0,0.0,M556889985,0.0,0.0,0
202,PAYMENT,4842.55,C1587493679,107847.0,103004.45,M561745034,0.0,0.0,0
322,PAYMENT,48299.95,C953097727,183641.13,135341.18,M1135494645,0.0,0.0,0
328,PAYMENT,10443.54,C38442362,0.0,0.0,M919460731,0.0,0.0,0
325,PAYMENT,35573.36,C959811121,84907.0,49333.64,M1624981887,0.0,0.0,0
166,PAYMENT,9631.15,C2132155738,52961.0,43329.85,M1993053973,0.0,0.0,0
347,PAYMENT,38455.38,C1504719783,953.0,0.0,M1894143766,0.0,0.0,0
263,PAYMENT,7638.21,C1656201157,710836.0,703197.79,M1650064381,0.0,0.0,0
234,PAYMENT,1882.55,C1238164297,0.0,0.0,M957118938,0.0,0.0,0
140,TRANSFER,1188411.84,C1410443453,184.0,0.0,C35885890,152211.99,1340623.83,0
240,TRANSFER,74265.03,C2068319765,30660.0,0.0,C1569808415,882708.82,956973.85,0
140,PAYMENT,16069.11,C1924832732,0.0,0.0,M1650741288,0.0,0.0,0
230,PAYMENT,5208.27,C1555968291,11399.0,6190.73,M800050682,0.0,0.0,0
178,PAYMENT,24672.24,C2144833745,54029.0,29356.76,M1078569307,0.0,0.0,0
492,PAYMENT,4602.72,C2035620001,170529.63,165926.92,M1859332805,0.0,0.0,0
211,PAYMENT,2173.5,C1492878632,34660.0,32486.5,M640857836,0.0,0.0,0
208,PAYMENT,13508.98,C1198361932,0.0,0.0,M251201232,0.0,0.0,0
162,PAYMENT,7761.09,C936311051,0.0,0.0,M1864958679,0.0,0.0,0
333,PAYMENT,18053.03,C322341527,29775.0,11721.97,M2049452067,0.0,0.0,0
326,PAYMENT,6317.14,C238600388,0.0,0.0,M241255379,0.0,0.0,0
351,PAYMENT,36989.97,C589663303,0.0,0.0,M1355012452,0.0,0.0,0
379,PAYMENT,2309.02,C1312045340,125870.0,123560.98,M1208756902,0.0,0.0,0
130,PAYMENT,5173.8,C995925320,201264.7,196090.9,M210990638,0.0,0.0,0
599,PAYMENT,4685.15,C285723051,28009.0,23323.85,M2095215409,0.0,0.0,0
405,PAYMENT,2729.32,C1199520802,638.0,0.0,M1522425705,0.0,0.0,0
350,PAYMENT,28143.39,C1317715115,0.0,0.0,M1297055034,0.0,0.0,0
43,PAYMENT,33901.95,C725031605,0.0,0.0,M599234009,0.0,0.0,0
351,PAYMENT,38140.3,C2011884335,0.0,0.0,M606052744,0.0,0.0,0
428,PAYMENT,3359.75,C498955757,0.0,0.0,M513974133,0.0,0.0,0
253,PAYMENT,16813.33,C1903482339,5059.0,0.0,M2095907271,0.0,0.0,0
356,TRANSFER,371060.99,C1255245746,0.0,0.0,C658704036,1945191.97,2316252.96,0
371,PAYMENT,1386.74,C90329963,0.0,0.0,M1006745850,0.0,0.0,0
683,PAYMENT,8723.22,C937253985,10434.0,1710.78,M1658223762,0.0,0.0,0
10,PAYMENT,7091.41,C1078453535,0.0,0.0,M845895829,0.0,0.0,0
133,PAYMENT,9246.25,C1522387903,402429.78,393183.53,M53431387,0.0,0.0,0
282,PAYMENT,11949.08,C395223559,0.0,0.0,M473373231,0.0,0.0,0
257,PAYMENT,1004.82,C845852181,99513.0,98508.18,M71963617,0.0,0.0,0
249,PAYMENT,5470.41,C514773900,0.0,0.0,M81359458,0.0,0.0,0
594,PAYMENT,15745.54,C84468451,11234.0,0.0,M407197425,0.0,0.0,0
34,PAYMENT,25017.12,C1729512464,14651.0,0.0,M574979847,0.0,0.0,0
372,TRANSFER,1415547.6,C1178193443,49717.0,0.0,C1710966287,1077686.85,2493234.45,0
185,PAYMENT,50899.15,C173280442,201.0,0.0,M1542397370,0.0,0.0,0
227,PAYMENT,13580.67,C776485375,177687.0,164106.33,M778158391,0.0,0.0,0
356,PAYMENT,376.74,C1239446851,271103.96,270727.22,M147036095,0.0,0.0,0
279,PAYMENT,7997.41,C1287223433,0.0,0.0,M583097135,0.0,0.0,0
159,TRANSFER,362337.9,C1559627187,0.0,0.0,C909711078,839149.2,1201487.1,0
42,PAYMENT,6142.53,C1753063919,0.0,0.0,M1965030023,0.0,0.0,0
236,PAYMENT,7274.53,C1973723922,971.0,0.0,M319328963,0.0,0.0,0
137,TRANSFER,205954.25,C1608348898,0.0,0.0,C1410411127,215974.65,421928.9,0
274,PAYMENT,23001.53,C1095387097,136410.04,113408.51,M248556708,0.0,0.0,0
133,PAYMENT,47850.27,C1605028081,0.0,0.0,M1513835022,0.0,0.0,0
279,PAYMENT,9082.62,C859004303,7172.0,0.0,M1400430352,0.0,0.0,0
407,PAYMENT,5444.21,C2030953052,30310.0,24865.79,M588123041,0.0,0.0,0
166,PAYMENT,27687.68,C1032257586,0.0,0.0,M158013331,0.0,0.0,0
297,PAYMENT,14173.73,C23572666,26528.69,12354.96,M628746076,0.0,0.0,0
275,PAYMENT,8724.71,C1191313638,650.0,0.0,M359469783,0.0,0.0,0
184,TRANSFER,151366.26,C1871642316,0.0,0.0,C2047922069,243861.93,395228.19,0
8,TRANSFER,1108300.48,C295530538,52188.03,0.0,C1768641212,1237508.23,3922199.3,0
135,PAYMENT,22618.71,C1601436579,7628.99,0.0,M983667814,0.0,0.0,0
688,PAYMENT,12043.81,C1238669842,0.0,0.0,M1890123863,0.0,0.0,0
297,PAYMENT,25855.58,C746858540,392003.55,366147.98,M689634356,0.0,0.0,0
11,PAYMENT,5958.0,C1381645675,820641.3,814683.3,M1201213381,0.0,0.0,0
284,TRANSFER,23613.06,C682514761,73800.83,50187.77,C99758111,200802.16,224415.22,0
371,PAYMENT,3899.72,C899970235,76917.0,73017.28,M264842214,0.0,0.0,0
405,PAYMENT,19259.75,C61896025,29347.0,10087.25,M1366278855,0.0,0.0,0
137,PAYMENT,42516.25,C1771679112,79648.0,37131.75,M1472201389,0.0,0.0,0
163,PAYMENT,20687.43,C934172281,316.0,0.0,M1990789032,0.0,0.0,0
282,PAYMENT,5338.64,C1288223342,30740.0,25401.36,M320482355,0.0,0.0,0
162,PAYMENT,4310.78,C1016865441,18404.7,14093.92,M431038843,0.0,0.0,0
324,PAYMENT,3580.68,C1052940169,0.0,0.0,M306448392,0.0,0.0,0
209,PAYMENT,6103.81,C1838668525,129903.0,123799.19,M2010523282,0.0,0.0,0
299,PAYMENT,17082.38,C102368912,517.0,0.0,M1220687846,0.0,0.0,0
186,PAYMENT,1008.03,C726227769,32887.14,31879.11,M229118540,0.0,0.0,0
405,PAYMENT,21255.43,C1754119980,0.0,0.0,M1743458016,0.0,0.0,0
17,PAYMENT,182.36,C409789883,64577.0,64394.64,M2126311037,0.0,0.0,0
374,PAYMENT,6278.35,C1718716735,508195.62,501917.27,M43909874,0.0,0.0,0
11,PAYMENT,6950.08,C770120290,104941.0,97990.92,M310623138,0.0,0.0,0
132,PAYMENT,2918.72,C340135400,105.0,0.0,M1062925674,0.0,0.0,0
260,PAYMENT,2721.84,C1816980979,0.0,0.0,M198587861,0.0,0.0,0
354,PAYMENT,5700.74,C1319713184,6205.0,504.26,M1603939375,0.0,0.0,0
273,PAYMENT,7730.86,C528007559,78335.0,70604.14,M472402923,0.0,0.0,0
334,PAYMENT,10608.48,C206179954,61222.0,50613.52,M1743870416,0.0,0.0,0
378,PAYMENT,20.14,C408230600,10890.0,10869.86,M1810651800,0.0,0.0,0
305,PAYMENT,656.96,C820039238,0.0,0.0,M1458286581,0.0,0.0,0
286,PAYMENT,1693.56,C2088927834,5571.0,3877.44,M1600403506,0.0,0.0,0
260,PAYMENT,439.65,C2145176650,0.0,0.0,M2000372955,0.0,0.0,0
13,PAYMENT,8116.63,C2058551110,143707.85,135591.22,M1199206791,0.0,0.0,0
285,PAYMENT,4172.23,C2039992528,18287.0,14114.77,M1519517119,0.0,0.0,0
138,PAYMENT,29485.45,C795576122,100192.0,70706.55,M1173952847,0.0,0.0,0
375,PAYMENT,10264.79,C110742974,171997.0,161732.21,M404742663,0.0,0.0,0
599,TRANSFER,223600.48,C135685814,41782.0,0.0,C799363481,2857479.74,3081080.21,0
684,TRANSFER,8144221.35,C1768712425,494.0,0.0,C1215188576,1993871.41,10138092.76,0
203,PAYMENT,8455.88,C1621196785,115083.0,106627.12,M904088870,0.0,0.0,0
514,TRANSFER,468449.59,C463500180,0.0,0.0,C1363444816,594867.27,1063316.86,0
188,PAYMENT,2975.17,C471856773,0.0,0.0,M140180361,0.0,0.0,0
215,PAYMENT,55724.94,C378915065,0.0,0.0,M1105854158,0.0,0.0,0
191,PAYMENT,4875.13,C1978558872,42593.06,37717.94,M678087513,0.0,0.0,0
308,PAYMENT,1755.63,C1186117779,50213.8,48458.18,M2040252505,0.0,0.0,0
332,PAYMENT,8878.34,C1224839077,0.0,0.0,M2042040173,0.0,0.0,0
619,TRANSFER,1289142.33,C235649723,1289142.33,0.0,C935439037,0.0,0.0,1
15,PAYMENT,13283.67,C788853278,26787.91,13504.25,M1466116638,0.0,0.0,0
18,PAYMENT,3983.96,C2144725765,44019.0,40035.04,M139394773,0.0,0.0,0
258,PAYMENT,13605.61,C292872703,587151.0,573545.39,M258709928,0.0,0.0,0
546,PAYMENT,58659.25,C591524360,0.0,0.0,M1208036376,0.0,0.0,0
402,TRANSFER,602882.86,C1432785943,0.0,0.0,C707890131,1796177.24,2399060.1,0
15,PAYMENT,3489.11,C927995272,189557.8,186068.69,M2088349465,0.0,0.0,0
22,PAYMENT,1494.66,C960397780,15148.0,13653.34,M1395329386,0.0,0.0,0
398,PAYMENT,1116.92,C1111500576,0.0,0.0,M563647468,0.0,0.0,0
300,PAYMENT,50782.22,C300255104,0.0,0.0,M951550568,0.0,0.0,0
350,TRANSFER,1909633.88,C171208189,173267.0,0.0,C609633100,4238541.77,6148175.65,0
179,PAYMENT,1888.3,C1027729917,0.0,0.0,M1376756493,0.0,0.0,0
164,PAYMENT,14426.78,C1967260915,409663.0,395236.22,M1890633093,0.0,0.0,0
138,PAYMENT,18685.45,C1881755167,158811.34,140125.89,M1918725779,0.0,0.0,0
382,TRANSFER,1487850.34,C2073261300,0.0,0.0,C1727991265,1649818.3,3137668.63,0
256,PAYMENT,17431.09,C2043036052,0.0,0.0,M1696543518,0.0,0.0,0
259,PAYMENT,5754.93,C911246974,10493.28,4738.36,M209120756,0.0,0.0,0
236,PAYMENT,18505.56,C1662069887,104085.4,85579.84,M1427938663,0.0,0.0,0
187,PAYMENT,9833.23,C226916010,0.0,0.0,M561427383,0.0,0.0,0
119,TRANSFER,293245.7,C1693478829,1436.0,0.0,C813163690,1138456.58,1431702.28,0
162,TRANSFER,1343647.84,C1902065751,0.0,0.0,C681368225,1741480.95,3085128.79,0
233,PAYMENT,12391.71,C1792560709,20518.0,8126.29,M2041576611,0.0,0.0,0
334,PAYMENT,1816.15,C2097623302,61475.0,59658.85,M1722632339,0.0,0.0,0
355,PAYMENT,5212.2,C428376487,3327646.38,3322434.18,M1434445348,0.0,0.0,0
164,PAYMENT,6740.19,C1792613106,126817.23,120077.03,M1491997358,0.0,0.0,0
205,PAYMENT,20276.97,C1301355531,486764.4,466487.43,M628337054,0.0,0.0,0
301,PAYMENT,5288.59,C815942037,10958.0,5669.41,M674068246,0.0,0.0,0
229,PAYMENT,30030.69,C941845979,13928.0,0.0,M1448536229,0.0,0.0,0
16,PAYMENT,14569.53,C900914429,0.0,0.0,M400236581,0.0,0.0,0
130,TRANSFER,40769.26,C983421861,230987.48,190218.22,C1495215611,0.0,40769.26,0
305,PAYMENT,51609.45,C395334801,0.0,0.0,M546554107,0.0,0.0,0
38,PAYMENT,7292.23,C222611693,0.0,0.0,M444157768,0.0,0.0,0
43,TRANSFER,1047336.46,C187162632,17047.0,0.0,C1488319546,2582871.71,3630208.17,0
351,PAYMENT,8952.76,C396488166,0.0,0.0,M1516056320,0.0,0.0,0
211,PAYMENT,1646.35,C1380372586,0.0,0.0,M31100741,0.0,0.0,0
162,PAYMENT,1846.17,C1882230369,103821.0,101974.83,M1000741189,0.0,0.0,0
133,PAYMENT,46146.1,C1196061917,992257.27,946111.18,M1292369499,0.0,0.0,0
209,PAYMENT,7912.96,C667124913,49980.0,42067.04,M888528359,0.0,0.0,0
187,TRANSFER,1662440.1,C1163619455,11342.0,0.0,C1070084760,1096861.71,2845485.22,0
163,TRANSFER,246293.28,C123760492,0.0,0.0,C1921759425,669582.16,915875.44,0
33,PAYMENT,2111.45,C1278176796,0.0,0.0,M1212215474,0.0,0.0,0
349,TRANSFER,641679.47,C828379518,0.0,0.0,C802021544,15942420.67,16783710.67,0
408,TRANSFER,599364.88,C1897347194,8796.38,0.0,C1478115426,1888266.63,2487631.51,0
298,TRANSFER,2443022.7,C1377008913,0.0,0.0,C1631373293,5099677.9,7542700.6,0
380,PAYMENT,14430.1,C1814920705,544.0,0.0,M1260469872,0.0,0.0,0
400,PAYMENT,1820.43,C605595415,48549.0,46728.57,M1429555949,0.0,0.0,0
231,PAYMENT,1175.3,C1079248340,58522.92,57347.62,M1385415765,0.0,0.0,0
404,TRANSFER,132027.62,C95510990,88280.62,0.0,C1830304613,2485518.68,2617546.29,0
178,PAYMENT,5546.2,C90603217,315144.97,309598.77,M1273420230,0.0,0.0,0
17,TRANSFER,607827.18,C1197209043,0.0,0.0,C1788050799,5686340.04,5990763.07,0
686,TRANSFER,1805418.58,C1358968278,80.0,0.0,C487654516,546132.49,2351551.07,0
375,PAYMENT,77085.99,C2012981257,0.0,0.0,M1793480001,0.0,0.0,0
549,PAYMENT,5103.65,C164181112,0.0,0.0,M2036775065,0.0,0.0,0
373,PAYMENT,6254.22,C879704707,0.0,0.0,M2141229043,0.0,0.0,0
163,PAYMENT,841.72,C1323767868,218.0,0.0,M853677948,0.0,0.0,0
256,PAYMENT,7296.49,C1786708945,0.0,0.0,M4162476,0.0,0.0,0
154,PAYMENT,4837.29,C86268520,1008.0,0.0,M1877425844,0.0,0.0,0
226,PAYMENT,40721.54,C910907792,17602.54,0.0,M802640215,0.0,0.0,0
229,PAYMENT,27569.98,C1615224840,31707.29,4137.31,M1538306568,0.0,0.0,0
187,TRANSFER,810561.1,C1786076709,22595.0,0.0,C249925902,2065843.88,2876404.98,0
16,PAYMENT,9827.42,C1214688470,167641.59,157814.17,M320391241,0.0,0.0,0
185,PAYMENT,5172.66,C1460659209,105838.0,100665.34,M942167007,0.0,0.0,0
36,PAYMENT,2520.89,C1239834815,0.0,0.0,M336546889,0.0,0.0,0
44,TRANSFER,730107.76,C1674632987,0.0,0.0,C729928678,1652301.46,2382409.21,0
276,PAYMENT,9376.42,C1723525267,221838.0,212461.58,M805907675,0.0,0.0,0
141,PAYMENT,12164.36,C329839958,185102.68,172938.32,M1502839938,0.0,0.0,0
380,PAYMENT,11905.86,C773500990,181069.0,169163.14,M2101636037,0.0,0.0,0
2,PAYMENT,1125.82,C1692036285,180.0,0.0,M1923232046,0.0,0.0,0
35,PAYMENT,15843.45,C1149333243,167069.92,151226.47,M546170939,0.0,0.0,0
334,PAYMENT,4206.11,C1837904400,819.0,0.0,M1953900094,0.0,0.0,0
330,TRANSFER,110118.24,C245094349,614.0,0.0,C14021906,0.0,110118.24,0
179,PAYMENT,1535.95,C1051921436,16013.8,14477.85,M2070524755,0.0,0.0,0
209,PAYMENT,3081.34,C1797463153,0.0,0.0,M1047918022,0.0,0.0,0
372,TRANSFER,76493.56,C1236308418,0.0,0.0,C1791646113,9578818.96,9655312.51,0
280,PAYMENT,6333.55,C137850967,0.0,0.0,M559609058,0.0,0.0,0
330,PAYMENT,4007.89,C1144316709,0.0,0.0,M1588214950,0.0,0.0,0
426,PAYMENT,4413.14,C532130358,481634.27,477221.13,M1369768146,0.0,0.0,0
18,PAYMENT,11552.66,C493885155,375.0,0.0,M801972512,0.0,0.0,0
298,PAYMENT,78454.2,C1160544001,694.0,0.0,M873103855,0.0,0.0,0
36,PAYMENT,12624.54,C537052923,6071.0,0.0,M18008295,0.0,0.0,0
354,PAYMENT,9762.91,C1532726971,24536.35,14773.43,M2020672783,0.0,0.0,0
228,PAYMENT,14440.87,C529908234,0.0,0.0,M2116921895,0.0,0.0,0
185,PAYMENT,945.0,C164807995,0.0,0.0,M828351515,0.0,0.0,0
20,TRANSFER,118456.48,C1519140987,35906.0,0.0,C874151006,393715.01,319345.74,0
214,PAYMENT,1082.09,C620981165,237.08,0.0,M577395786,0.0,0.0,0
460,PAYMENT,198.89,C1970925750,30580.0,30381.11,M10827494,0.0,0.0,0
185,PAYMENT,14381.57,C319961355,483703.2,469321.64,M2034572735,0.0,0.0,0
406,PAYMENT,12679.2,C1006101601,5170.0,0.0,M1810975788,0.0,0.0,0
34,PAYMENT,14117.92,C1380554011,4768.0,0.0,M1050042549,0.0,0.0,0
329,PAYMENT,24451.27,C822815778,0.0,0.0,M232522797,0.0,0.0,0
277,TRANSFER,348351.26,C812535782,0.0,0.0,C1373418229,1013174.11,1361525.37,0
140,PAYMENT,24207.6,C2083171766,0.0,0.0,M398754146,0.0,0.0,0
354,PAYMENT,187.46,C60663341,0.0,0.0,M2102835325,0.0,0.0,0
18,PAYMENT,11230.3,C165821549,1084.0,0.0,M2117816418,0.0,0.0,0
334,PAYMENT,7696.5,C25013524,51695.0,43998.5,M1630204081,0.0,0.0,0
14,PAYMENT,4112.33,C1528957606,243943.84,239831.5,M1156946579,0.0,0.0,0
14,PAYMENT,8366.65,C1830860495,16349.03,7982.38,M610232042,0.0,0.0,0
41,PAYMENT,18174.65,C1243960808,0.0,0.0,M418039670,0.0,0.0,0
163,PAYMENT,12845.59,C2055338165,2743.05,0.0,M1939124715,0.0,0.0,0
231,TRANSFER,652098.71,C216362950,0.0,0.0,C1208327105,10460126.63,11112225.33,0
135,TRANSFER,615021.26,C1785012943,0.0,0.0,C710824931,5144337.75,5759359.01,0
47,PAYMENT,6920.3,C1405177441,527502.07,520581.78,M1848203040,0.0,0.0,0
134,PAYMENT,8540.92,C844759470,0.0,0.0,M886202442,0.0,0.0,0
273,PAYMENT,17792.03,C41274896,195345.18,177553.15,M2020274752,0.0,0.0,0
19,PAYMENT,2590.74,C239025439,13837.0,11246.26,M1417082444,0.0,0.0,0
333,TRANSFER,701105.9,C774170245,0.0,0.0,C754470582,839568.78,1540674.68,0
161,PAYMENT,29434.2,C1062461117,5677.0,0.0,M2072003506,0.0,0.0,0
133,PAYMENT,1339.9,C1986433587,102893.0,101553.1,M33263836,0.0,0.0,0
321,PAYMENT,207.56,C1147214260,169025.0,168817.44,M231680247,0.0,0.0,0
332,PAYMENT,2605.37,C1452969892,201797.0,199191.63,M1333146492,0.0,0.0,0
688,PAYMENT,22870.79,C1848263171,154146.0,131275.21,M106387938,0.0,0.0,0
185,TRANSFER,270177.49,C1949584389,0.0,0.0,C1728061257,437349.93,707527.42,0
718,PAYMENT,2861.9,C376481063,6123.0,3261.1,M1610138867,0.0,0.0,0
397,PAYMENT,23659.18,C2142785850,21508.0,0.0,M1437308051,0.0,0.0,0
380,PAYMENT,4103.34,C584244071,32001.0,27897.66,M102286712,0.0,0.0,0
585,PAYMENT,4401.48,C2145090525,324811.73,320410.25,M1674420851,0.0,0.0,0
280,PAYMENT,35826.48,C2091866336,0.0,0.0,M958476395,0.0,0.0,0
378,TRANSFER,264342.11,C1236283909,52358.0,0.0,C562838208,1621539.27,1885881.38,0
522,TRANSFER,180132.77,C1365847647,154.0,0.0,C510066916,0.0,180132.77,0
306,PAYMENT,15253.97,C1461658020,440787.36,425533.39,M1382207898,0.0,0.0,0
353,PAYMENT,27288.99,C1249812224,19805.0,0.0,M1451311974,0.0,0.0,0
546,PAYMENT,14273.28,C2028534803,30145.0,15871.72,M2145531640,0.0,0.0,0
275,PAYMENT,10063.78,C2098051340,230.0,0.0,M954006729,0.0,0.0,0
522,TRANSFER,884987.52,C1615985085,0.0,0.0,C1011610395,946939.73,1831927.26,0
210,PAYMENT,6697.43,C216302877,57990.51,51293.07,M280202821,0.0,0.0,0
212,TRANSFER,144543.95,C627801011,0.0,0.0,C781340672,773126.01,917669.96,0
239,PAYMENT,9227.92,C1073691056,107124.0,97896.08,M702330955,0.0,0.0,0
277,PAYMENT,6182.58,C2131661001,0.0,0.0,M1814290683,0.0,0.0,0
302,PAYMENT,2665.76,C2595394,0.0,0.0,M1131971276,0.0,0.0,0
429,TRANSFER,348691.64,C1224957127,48226.0,0.0,C1086669932,167704.2,516395.84,0
18,PAYMENT,9543.39,C180389429,151456.24,141912.85,M1997922724,0.0,0.0,0
282,PAYMENT,10437.63,C265668909,99932.0,89494.37,M1966823431,0.0,0.0,0
403,PAYMENT,18613.91,C1484692778,0.0,0.0,M741976043,0.0,0.0,0
11,PAYMENT,10409.21,C20952146,11556.0,1146.79,M1272542038,0.0,0.0,0
134,PAYMENT,11735.74,C2114586510,0.0,0.0,M1873926133,0.0,0.0,0
322,PAYMENT,7235.44,C1745045726,0.0,0.0,M1309981246,0.0,0.0,0
307,PAYMENT,10264.63,C679763087,56648.0,46383.37,M314892575,0.0,0.0,0
379,PAYMENT,20839.19,C199036368,24008.0,3168.81,M918828942,0.0,0.0,0
160,PAYMENT,12030.39,C1894822205,1435.73,0.0,M542815071,0.0,0.0,0
253,PAYMENT,10176.18,C1500234571,161021.0,150844.82,M1970484829,0.0,0.0,0
373,PAYMENT,7840.32,C1801632773,46.0,0.0,M199957744,0.0,0.0,0
306,PAYMENT,4849.41,C153922674,50973.0,46123.59,M1739119035,0.0,0.0,0
191,PAYMENT,3600.68,C1675389045,107881.0,104280.32,M1609553230,0.0,0.0,0
226,TRANSFER,3026314.64,C593289093,29820.0,0.0,C2081616321,0.0,3026314.64,0
213,PAYMENT,2743.03,C581967668,20898.0,18154.97,M1195639271,0.0,0.0,0
400,PAYMENT,19405.3,C175850609,0.0,0.0,M146549288,0.0,0.0,0
205,TRANSFER,33581.74,C83613427,0.0,0.0,C1258306078,4224671.24,4258252.97,0
213,PAYMENT,5756.79,C2107054097,0.0,0.0,M825786642,0.0,0.0,0
395,PAYMENT,11889.82,C1218974946,21172.0,9282.18,M907798824,0.0,0.0,0
330,PAYMENT,20100.77,C1449173279,0.0,0.0,M1629777145,0.0,0.0,0
251,PAYMENT,24307.41,C291541860,104674.0,80366.59,M2125721155,0.0,0.0,0
164,PAYMENT,844.09,C1342822675,51994.0,51149.91,M808384998,0.0,0.0,0
397,TRANSFER,2018504.84,C606869166,10131.0,0.0,C2039066025,0.0,2018504.84,0
592,PAYMENT,9232.66,C1569292489,26858.81,17626.15,M44308221,0.0,0.0,0
138,PAYMENT,800.89,C2141760441,0.0,0.0,M1065857387,0.0,0.0,0
379,TRANSFER,380827.67,C2073826611,30743.71,0.0,C800230655,483165.61,863993.28,0
282,PAYMENT,838.17,C1625047009,20714.0,19875.83,M631082457,0.0,0.0,0
373,PAYMENT,2867.5,C514860187,99465.0,96597.5,M1022982390,0.0,0.0,0
335,PAYMENT,2090.87,C882992413,31152.0,29061.13,M204846562,0.0,0.0,0
359,PAYMENT,3858.22,C1456095050,1106.0,0.0,M1239802424,0.0,0.0,0
229,PAYMENT,14568.19,C246819355,507706.23,493138.03,M1688107623,0.0,0.0,0
347,PAYMENT,17907.19,C1004629773,0.0,0.0,M1632954281,0.0,0.0,0
534,PAYMENT,5929.72,C632289160,26911.0,20981.28,M525792361,0.0,0.0,0
