step,type,amount,nameOrig,oldbalanceOrg,newbalanceOrig,nameDest,oldbalanceDest,newbalanceDest,isFraud,isFlaggedFraud
679,CASH_OUT,3150438.28,C1100799459,3150438.28,0.0,C314198067,6711.43,3157149.71,1,0
406,TRANSFER,1100955.56,C1779481261,0.0,0.0,C1229883101,6942423.72,8043379.29,0,0
16,TRANSFER,590092.64,C865521738,0.0,0.0,C222375679,892189.21,1625807.78,0,0
178,TRANSFER,85017.99,C1028321067,85017.99,0.0,C1506966861,0.0,0.0,1,0
266,CASH_OUT,10000000.0,C1096385925,10000000.0,0.0,C1423246212,499610.16,10499610.16,1,0
562,CASH_OUT,203881.96,C1224520946,203881.96,0.0,C819353215,0.0,203881.96,1,0
157,CASH_OUT,262376.68,C29284948,11519.0,0.0,C442311816,282435.57,544812.25,0,0
126,TRANSFER,1244037.74,C2133606495,1244037.74,0.0,C1015051610,0.0,0.0,1,0
10,CASH_OUT,73608.73,C513171457,0.0,0.0,C1706891711,592199.84,665808.57,0,0
163,CASH_OUT,46898.39,C1697094054,10653.0,0.0,C1274768672,3852345.5,3899243.89,0,0
236,CASH_OUT,235797.74,C1153962271,0.0,0.0,C102339267,1624164.13,1859961.87,0,0
360,CASH_OUT,261742.96,C1019233817,261742.96,0.0,C97431469,202735.19,464478.14,1,0
269,CASH_OUT,48412.47,C1388837580,48412.47,0.0,C685030137,359164.1,407576.58,1,0
6,CASH_OUT,10224.0,C1284098442,10224.0,0.0,C801412408,0.0,10224.0,1,0
262,CASH_OUT,1589763.63,C2138906763,1589763.63,0.0,C717398565,835115.25,2424878.87,1,0
707,TRANSFER,226402.77,C1176671535,226402.77,0.0,C385619809,0.0,0.0,1,0
184,CASH_OUT,377935.93,C661458039,543.0,0.0,C936227772,0.0,377935.93,0,0
16,CASH_OUT,236598.0,C2065534643,12704.33,0.0,C189643522,355361.17,562479.04,0,0
652,TRANSFER,258570.41,C1873532764,258570.41,0.0,C205442516,0.0,0.0,1,0
133,CASH_OUT,33406.22,C1165070389,8270.0,0.0,C457186627,3942277.0,3975683.22,0,0
646,CASH_OUT,10000000.0,C409047240,10000000.0,0.0,C325570373,235170.07,10235170.07,1,0
9,CASH_OUT,167693.6,C2143901933,188653.48,20959.88,C1526844109,286685.28,1413127.1,0,0
166,CASH_OUT,179783.64,C360028792,27867.45,0.0,C994314135,480122.54,879594.19,0,0
135,CASH_OUT,314238.32,C666599264,34885.0,0.0,C345700214,0.0,314238.32,0,0
55,CASH_OUT,109028.8,C1835596211,109028.8,0.0,C1502942700,674110.57,783139.37,1,0
170,CASH_OUT,2612915.2,C382837005,2612915.2,0.0,C386229497,7374588.54,9987503.74,1,0
452,CASH_OUT,227349.18,C1852618568,227349.18,0.0,C1829345728,111961.16,339310.34,1,0
274,TRANSFER,92714.83,C229431144,2993.0,0.0,C1757818214,1544850.71,1637565.54,0,0
277,CASH_OUT,248377.12,C1007033719,51390.0,0.0,C1828912750,351527.52,599904.63,0,0
322,CASH_OUT,18518.73,C1559614023,0.0,0.0,C1276953634,23400.33,41919.06,0,0
739,CASH_OUT,7758036.72,C459813446,7758036.72,0.0,C294714363,47778.61,7805815.33,1,0
670,TRANSFER,1097309.24,C316288377,1097309.24,0.0,C2134101004,0.0,0.0,1,0
253,CASH_OUT,60083.92,C1366312413,0.0,0.0,C1365832693,274386.37,334470.28,0,0
215,TRANSFER,1586479.66,C109700228,1586479.66,0.0,C546843305,0.0,0.0,1,0
138,CASH_OUT,118321.64,C1805451275,444.0,0.0,C985004233,4623003.06,4741324.7,0,0
282,CASH_OUT,140523.4,C463234181,140523.4,0.0,C1418628619,25108.13,165631.53,1,0
331,CASH_OUT,353979.53,C844647311,0.0,0.0,C1045835706,3127621.19,3481600.72,0,0
202,CASH_OUT,287665.62,C2081144812,0.0,0.0,C1354269090,3072536.48,3360202.1,0,0
305,TRANSFER,39342.59,C215109738,39342.59,0.0,C355565326,0.0,0.0,1,0
9,CASH_OUT,215505.65,C471086729,0.0,0.0,C2008913953,973358.65,1808194.56,0,0
236,CASH_OUT,105004.01,C405545919,10675.0,0.0,C417804753,192575.01,297579.02,0,0
36,CASH_OUT,819503.92,C510717698,819503.92,0.0,C1469248112,255585.23,1470226.48,1,0
330,CASH_OUT,142021.0,C2026199009,176129.0,34108.0,C539490788,63582.22,205603.22,0,0
373,CASH_OUT,65676.45,C495817530,0.0,0.0,C1196814232,115139.52,180815.97,0,0
317,CASH_OUT,223228.11,C600776492,223228.11,0.0,C856386556,252901.53,476129.65,1,0
144,CASH_OUT,612743.87,C1830172898,612743.87,0.0,C1813501651,311807.53,924551.41,1,0
383,CASH_OUT,264159.91,C1069027550,0.0,0.0,C906403640,282758.55,546918.46,0,0
40,CASH_OUT,52139.57,C333043494,24484.0,0.0,C396467885,5851.68,57991.25,0,0
400,TRANSFER,436757.76,C1866512540,436757.76,0.0,C2138692554,0.0,0.0,1,0
15,CASH_OUT,119.0,C1584512618,119.0,0.0,C2102058838,4844060.13,4844179.13,1,0
280,CASH_OUT,235097.05,C116374682,0.0,0.0,C841812924,1298663.4,1533760.45,0,0
328,CASH_OUT,474467.2,C1621566840,474467.2,0.0,C1076657596,121181.01,295538.25,1,0
482,TRANSFER,24382.08,C561470318,24382.08,0.0,C1565320699,0.0,0.0,1,0
280,CASH_OUT,181783.21,C989643622,519019.0,337235.79,C1954119164,1205521.3,1387304.51,0,0
9,CASH_OUT,48685.96,C2113959511,0.0,0.0,C897101481,1261923.9,1117979.29,0,0
396,TRANSFER,592353.39,C1713554631,0.0,0.0,C98438048,1072537.91,1664891.3,0,0
226,CASH_OUT,90395.85,C2057487230,0.0,0.0,C1194758510,768412.57,858808.42,0,0
119,CASH_OUT,1082718.08,C1700746062,1082718.08,0.0,C2094758732,0.0,1082718.08,1,0
204,CASH_OUT,129789.42,C1987017185,0.0,0.0,C1805524602,205471.38,335260.8,0,0
303,CASH_OUT,10000000.0,C1381373082,10000000.0,0.0,C607131381,339202.58,10339202.58,1,0
59,CASH_OUT,394388.09,C1802030448,394388.09,0.0,C707965723,1260564.49,1654952.58,1,0
372,TRANSFER,5464727.14,C1861461304,5464727.14,0.0,C618348006,0.0,0.0,1,0
17,CASH_OUT,180415.0,C313028893,0.0,0.0,C147135576,396562.44,576977.45,0,0
164,CASH_OUT,206108.63,C1527784145,0.0,0.0,C1519464219,262508.01,468616.63,0,0
274,CASH_OUT,86600.1,C1975853158,27467.0,0.0,C394735317,162423.72,249023.82,0,0
306,TRANSFER,519169.12,C748312838,0.0,0.0,C628867059,8431143.81,8950312.92,0,0
225,TRANSFER,19804.02,C746454722,0.0,0.0,C157811127,119377.95,139181.97,0,0
534,TRANSFER,771024.82,C1127605507,771024.82,0.0,C1392260750,0.0,0.0,1,0
400,CASH_OUT,42845.99,C802127651,0.0,0.0,C2085863170,182454.31,225300.31,0,0
617,TRANSFER,10000000.0,C1930318116,22542664.27,12542664.27,C1923492040,0.0,0.0,1,0
66,TRANSFER,4631432.03,C658423698,4631432.03,0.0,C329899379,0.0,0.0,1,0
322,CASH_OUT,11853.14,C192965997,100109.0,88255.86,C632522915,0.0,11853.14,0,0
64,CASH_OUT,37796.75,C758006561,37796.75,0.0,C2079728909,211905.39,249702.14,1,0
261,CASH_OUT,114225.25,C1766373723,0.0,0.0,C1975253744,901775.82,1016001.07,0,0
284,TRANSFER,741277.85,C1574461768,741277.85,0.0,C16659988,0.0,0.0,1,0
195,TRANSFER,2031464.82,C2095225701,2031464.82,0.0,C879181600,0.0,0.0,1,0
236,CASH_OUT,128217.32,C1712277828,10305.0,0.0,C1574976629,1212019.92,1340237.24,0,0
51,TRANSFER,202887.77,C155466948,202887.77,0.0,C1368205157,0.0,0.0,1,0
29,TRANSFER,340198.41,C491994230,340198.41,0.0,C772681684,0.0,0.0,1,0
273,CASH_OUT,27059.86,C1750640057,27059.86,0.0,C139184111,361553.44,388613.29,1,0
235,TRANSFER,256956.15,C269822533,0.0,0.0,C654925258,540370.19,797326.34,0,0
130,CASH_OUT,21531.0,C820901487,21531.0,0.0,C70120540,0.0,21531.0,1,0
202,CASH_OUT,120739.0,C1081558989,0.0,0.0,C117990863,1217387.22,1338126.22,0,0
130,CASH_OUT,120582.04,C1099156709,0.0,0.0,C183971541,344909.56,465491.6,0,0
448,CASH_OUT,14133.69,C949838768,14133.69,0.0,C392215840,2634011.66,2648145.35,1,0
551,CASH_OUT,3774777.76,C1440842391,3774777.76,0.0,C1163108586,597455.51,4372233.27,1,0
590,CASH_OUT,102690.52,C2028244458,0.0,0.0,C1699409001,767394.53,870085.05,0,0
80,TRANSFER,42659.39,C1702857614,42659.39,0.0,C952860391,0.0,0.0,1,0
179,CASH_OUT,344363.79,C313934547,11227.0,0.0,C1365949380,105394.21,449758.0,0,0
423,TRANSFER,396757.22,C1909320319,396757.22,0.0,C1040286971,0.0,0.0,1,0
41,CASH_OUT,177033.49,C910019427,10251.0,0.0,C1419490804,0.0,177033.49,0,0
380,CASH_OUT,330218.85,C612855677,330218.85,0.0,C18175178,3257136.04,3587354.89,1,0
649,CASH_OUT,30674.98,C31510434,30674.98,0.0,C1809202550,326371.7,357046.68,1,0
442,TRANSFER,3085.45,C1666354582,3085.45,0.0,C910803312,0.0,0.0,1,0
583,CASH_OUT,135100.36,C912160043,135100.36,0.0,C1271530552,0.0,135100.36,1,0
44,CASH_OUT,21562.07,C738051360,0.0,0.0,C290480848,153787.38,175349.46,0,0
383,TRANSFER,167907.12,C964428747,167907.12,0.0,C455719432,0.0,0.0,1,0
327,CASH_OUT,23367.77,C1344746554,5128.0,0.0,C1112083026,555072.09,578439.86,0,0
639,TRANSFER,246250.77,C187250365,246250.77,0.0,C1147976411,0.0,0.0,1,0
251,CASH_OUT,369640.19,C1590116820,35668.0,0.0,C462659518,1323105.88,1692746.07,0,0
178,CASH_OUT,205922.74,C562008954,30482.0,0.0,C557956046,0.0,205922.74,0,0
211,TRANSFER,405062.33,C883452416,405062.33,0.0,C89201535,0.0,0.0,1,0
9,CASH_OUT,58368.0,C1313220598,19575.0,0.0,C1747522204,15568.0,0.0,0,0
185,CASH_OUT,566356.43,C34315976,10350.0,0.0,C150699107,1893179.09,2475302.8,0,0
20,TRANSFER,492799.73,C633305017,57725.0,0.0,C1764809909,164877.64,657677.37,0,0
353,TRANSFER,976387.87,C1689277428,0.0,0.0,C274356700,1490625.01,2467012.87,0,0
613,CASH_OUT,1892137.66,C491775554,1892137.66,0.0,C901067372,200578.99,2092716.65,1,0
50,TRANSFER,967153.5,C850743663,967153.5,0.0,C1137540009,0.0,0.0,1,0
384,TRANSFER,2374412.42,C958603903,2374412.42,0.0,C68780715,0.0,0.0,1,0
181,CASH_OUT,81535.45,C2094684804,156704.0,75168.55,C193892579,1046758.15,1128293.59,0,0
228,CASH_OUT,30651.73,C1267912834,16432.0,0.0,C12870630,425997.25,456648.98,0,0
355,CASH_OUT,158528.09,C1070322905,0.0,0.0,C19548463,967715.01,1126243.1,0,0
690,CASH_OUT,343514.48,C1765723650,19707.0,0.0,C820074591,222609.48,566123.96,0,0
543,CASH_OUT,2558618.27,C2020129633,2558618.27,0.0,C1104272087,13626415.3,16185033.57,1,0
154,CASH_OUT,194542.03,C348884342,2796.0,0.0,C1469350034,1162255.45,1356797.47,0,0
397,CASH_OUT,63442.5,C1668827924,0.0,0.0,C595276740,6003711.85,6067154.35,0,0
378,CASH_OUT,221417.15,C1992208933,0.0,0.0,C1503936397,6314883.12,6536300.27,0,0
131,CASH_OUT,170498.74,C2085201436,3419.0,0.0,C2146366450,6468960.39,6639459.14,0,0
133,CASH_OUT,51633.28,C1576885937,0.0,0.0,C212045019,10207413.53,10259046.81,0,0
658,TRANSFER,120582.86,C1665536946,120582.86,0.0,C752144431,0.0,0.0,1,0
203,CASH_OUT,152367.47,C61244279,29848.0,0.0,C2022767113,16243333.92,16395701.39,0,0
351,CASH_OUT,189377.55,C118184210,22758.0,0.0,C240689918,112032.04,301409.59,0,0
249,CASH_OUT,103636.64,C136560768,10212.0,0.0,C818661844,0.0,103636.64,0,0
578,TRANSFER,60633.76,C1782791756,60633.76,0.0,C2094676196,0.0,0.0,1,0
580,CASH_OUT,835770.84,C928957738,835770.84,0.0,C1615749242,1490979.17,2326750.01,1,0
534,CASH_OUT,209340.53,C1192577940,209340.53,0.0,C486241837,744384.06,953724.59,1,0
368,CASH_OUT,199414.45,C1712549867,199414.45,0.0,C359165677,0.0,199414.45,1,0
351,CASH_OUT,255143.22,C267360736,0.0,0.0,C1270936267,339357.63,594500.85,0,0
157,CASH_OUT,339667.39,C862176661,30119.0,0.0,C1860143783,5382.4,345049.78,0,0
272,TRANSFER,5141769.94,C41354044,5141769.94,0.0,C1312570862,0.0,0.0,1,0
397,CASH_OUT,251249.07,C1306740568,79565.0,0.0,C1549240961,0.0,251249.07,0,0
224,CASH_OUT,8752000.36,C333838421,8752000.36,0.0,C977281429,2914790.85,11666791.2,1,0
83,CASH_OUT,1534926.96,C341046619,1534926.96,0.0,C1149435896,0.0,1534926.96,1,0
133,CASH_OUT,273538.53,C453989336,283642.67,10104.15,C390561291,4005049.47,4278588.0,0,0
482,TRANSFER,1059347.56,C1918912745,1059347.56,0.0,C1999367128,0.0,0.0,1,0
156,CASH_OUT,202417.03,C1788045433,19977.0,0.0,C1868498275,1827701.81,2030118.85,0,0
154,TRANSFER,4530.71,C525094295,4530.71,0.0,C1227140527,0.0,0.0,1,0
275,CASH_OUT,293926.5,C1114382540,0.0,0.0,C857812084,2420969.27,2714895.77,0,0
208,TRANSFER,1421936.91,C1228069702,0.0,0.0,C875849745,2499367.52,3921304.43,0,0
591,CASH_OUT,609239.75,C1997221686,609239.75,0.0,C1705000386,236427.49,845667.24,1,0
67,CASH_OUT,106460.7,C844080619,106460.7,0.0,C597435768,1414263.15,1520723.84,1,0
563,TRANSFER,2905831.61,C174689091,2905831.61,0.0,C138574758,0.0,0.0,1,0
402,TRANSFER,319305.57,C626407689,0.0,0.0,C1073331784,397265.56,716571.14,0,0
362,CASH_OUT,1936403.59,C796529058,1936403.59,0.0,C338861738,10709890.51,12646294.1,1,0
328,CASH_OUT,112313.23,C1762697702,9128.0,0.0,C1312315610,6748976.63,6861289.86,0,0
38,CASH_OUT,63068.42,C143505680,0.0,0.0,C2139067802,7888926.0,7951994.42,0,0
42,CASH_OUT,188912.16,C1700156789,258152.0,69239.84,C327393417,1032739.21,1221651.37,0,0
433,TRANSFER,1191183.65,C180129024,1191183.65,0.0,C1802674568,0.0,0.0,1,0
391,TRANSFER,235763.38,C38292810,235763.38,0.0,C2083984370,0.0,0.0,1,0
281,CASH_OUT,131689.43,C1464400020,2694.0,0.0,C1865909149,0.0,131689.43,0,0
354,CASH_OUT,219181.66,C1985152959,70180.0,0.0,C313970389,45523.95,264705.61,0,0
328,CASH_OUT,2299330.46,C1269100700,2299330.46,0.0,C12644050,1403092.21,3736457.5,1,0
330,TRANSFER,173106.61,C2129982663,1070.0,0.0,C155237847,12723974.12,12897080.73,0,0
161,TRANSFER,131026.21,C1440003723,0.0,0.0,C1755092826,2461891.45,2592917.66,0,0
9,CASH_OUT,90397.4,C901491156,21071.0,0.0,C277460036,75666.32,0.0,0,0
637,CASH_OUT,447474.67,C1711336185,447474.67,0.0,C995717060,0.0,447474.67,1,0
354,CASH_OUT,9299230.13,C1363018209,9299230.13,0.0,C1049795740,11291600.74,20590830.88,1,0
273,TRANSFER,964781.21,C1521605228,0.0,0.0,C305455333,2200636.55,3165417.77,0,0
579,CASH_OUT,150157.6,C368733095,150157.6,0.0,C188653077,7532593.13,7682750.73,1,0
525,CASH_OUT,195651.2,C1370002525,0.0,0.0,C1236785065,451393.27,647044.47,0,0
398,CASH_OUT,162136.28,C1719665145,0.0,0.0,C97429477,3559220.44,3721356.72,0,0
17,CASH_OUT,37410.92,C676745768,1006.0,0.0,C1949494730,286134.4,323545.32,0,0
298,CASH_OUT,460794.02,C1620075610,13730.01,0.0,C1624535038,903568.33,1364362.35,0,0
549,TRANSFER,1057053.6,C625119726,1057053.6,0.0,C1881816007,0.0,0.0,1,0
228,CASH_OUT,120491.56,C619309761,120491.56,0.0,C80160566,0.0,120491.56,1,0
42,CASH_OUT,42308.96,C1876194595,0.0,0.0,C576603783,227782.39,270091.35,0,0
234,CASH_OUT,243114.06,C1121247236,0.0,0.0,C1431673044,2864072.85,3107186.91,0,0
161,TRANSFER,1533798.48,C1167018610,1533798.48,0.0,C2064362362,0.0,0.0,1,0
181,CASH_OUT,274292.02,C1771642902,0.0,0.0,C1653159460,2492079.83,2766371.85,0,0
562,CASH_OUT,8770.06,C1583865151,8770.06,0.0,C2053590149,0.0,8770.06,1,0
332,CASH_OUT,16599.79,C646424569,31192.0,14592.21,C1457113870,5113589.94,5130189.73,0,0
163,TRANSFER,1343884.36,C184379290,0.0,0.0,C1585560466,2136899.67,3480784.03,0,0
726,TRANSFER,316882.94,C1238333344,316882.94,0.0,C1708390598,0.0,0.0,1,0
188,TRANSFER,403558.29,C718449598,51853.0,0.0,C2107143238,1043504.18,1447062.47,0,0
520,TRANSFER,2871898.5,C955101286,2871898.5,0.0,C1205312123,0.0,0.0,1,0
231,TRANSFER,400758.85,C1881462722,400758.85,0.0,C418637698,0.0,0.0,1,0
307,CASH_OUT,399919.39,C1063930814,10071.0,0.0,C1945508130,0.0,399919.39,0,0
322,CASH_OUT,204350.72,C872130944,11297.0,0.0,C2079157265,1038276.07,1242626.79,0,0
235,TRANSFER,1217163.36,C1962863011,0.0,0.0,C1958001375,10109819.19,11326982.55,0,0
377,TRANSFER,2344540.14,C466106905,2344540.14,0.0,C2067219464,0.0,0.0,1,0
34,TRANSFER,40458.0,C262165422,40458.0,0.0,C847172802,0.0,0.0,1,0
332,CASH_OUT,283678.27,C1978221210,3095.0,0.0,C1355228643,1098540.09,1382218.36,0,0
208,TRANSFER,246402.71,C498213361,246402.71,0.0,C1112515195,0.0,0.0,1,0
666,CASH_OUT,145944.8,C1366476838,145944.8,0.0,C248211897,122425.15,268369.95,1,0
410,CASH_OUT,557950.06,C1563918276,557950.06,0.0,C2064216341,111018.84,668968.9,1,0
153,CASH_OUT,109008.53,C1746722810,109008.53,0.0,C724702929,369085.36,478093.89,1,0
37,TRANSFER,225242.2,C727968086,0.0,0.0,C97395100,3246742.0,3471984.2,0,0
211,TRANSFER,731319.26,C1296489892,0.0,0.0,C1396288178,1386925.1,2118244.36,0,0
572,CASH_OUT,262960.23,C1968069428,262960.23,0.0,C743933845,0.0,262960.23,1,0
304,TRANSFER,572024.85,C319163474,0.0,0.0,C964668859,575165.62,1147190.47,0,0
233,TRANSFER,209652.43,C185076129,252217.1,42564.68,C758653144,13199809.22,13510675.09,0,0
685,TRANSFER,6295010.28,C1070365668,6295010.28,0.0,C874365535,0.0,0.0,1,0
611,CASH_OUT,904338.88,C1116522843,904338.88,0.0,C591928998,0.0,904338.88,1,0
238,CASH_OUT,60258.78,C464522158,0.0,0.0,C310144138,5473561.38,5533820.15,0,0
583,CASH_OUT,1764389.11,C1297057320,1764389.11,0.0,C2133001459,7116057.41,8880446.51,1,0
399,CASH_OUT,165431.44,C1847807400,642.0,0.0,C1663466144,1239948.21,1405379.65,0,0
595,TRANSFER,270782.34,C2015045097,0.0,0.0,C1801013582,289312.68,560095.01,0,0
395,TRANSFER,1203474.62,C253471684,14603.0,0.0,C2097389365,234103.24,1437577.86,0,0
720,CASH_OUT,561027.94,C1977012169,561027.94,0.0,C2046543402,0.0,561027.94,1,0
292,CASH_OUT,21859.86,C147918095,21859.86,0.0,C1273645677,0.0,21859.86,1,0
187,CASH_OUT,444630.39,C139841422,138.0,0.0,C290434361,0.0,444630.39,0,0
116,CASH_OUT,2694857.26,C1699838041,2694857.26,0.0,C1076792770,573517.09,3268374.34,1,0
225,CASH_OUT,167802.44,C1739845508,0.0,0.0,C991652911,716109.77,883912.2,0,0
79,TRANSFER,432254.84,C2026655073,432254.84,0.0,C524492169,0.0,0.0,1,0
236,CASH_OUT,306795.21,C1617920412,0.0,0.0,C1954446738,12271453.2,12578248.41,0,0
698,CASH_OUT,9097679.75,C622303175,9097679.75,0.0,C1544056522,2958471.27,12056151.02,1,0
21,CASH_OUT,131005.15,C1557774234,0.0,0.0,C1321128627,1100923.29,1231928.43,0,0
398,TRANSFER,621646.41,C2066718649,0.0,0.0,C636292339,838153.11,1459799.52,0,0
261,TRANSFER,5039827.29,C60530886,5039827.29,0.0,C1454703841,0.0,0.0,1,0
183,CASH_OUT,355909.21,C2002728636,355909.21,0.0,C318788140,0.0,355909.21,1,0
164,TRANSFER,90466.91,C1398982115,16363.0,0.0,C395179109,0.0,90466.91,0,0
274,CASH_OUT,24279.32,C227922005,24279.32,0.0,C21837280,0.0,24279.32,1,0
634,TRANSFER,114864.37,C386742886,114864.37,0.0,C758149808,0.0,0.0,1,0
609,CASH_OUT,76133.19,C1871273131,76133.19,0.0,C1784771871,0.0,76133.19,1,0
93,TRANSFER,315654.19,C676090557,315654.19,0.0,C1516512243,0.0,0.0,1,0
39,CASH_OUT,49833.38,C976795513,125849.0,76015.62,C1421675092,110796.12,160629.49,0,0
298,CASH_OUT,133796.8,C1495515341,18643.0,0.0,C1563338167,0.0,133796.8,0,0
276,CASH_OUT,158999.8,C1940742752,0.0,0.0,C1334781646,1439468.48,1598468.28,0,0
231,CASH_OUT,54485.36,C697072996,20908.0,0.0,C1069951613,913859.21,968344.57,0,0
625,CASH_OUT,259103.16,C1848705400,259103.16,0.0,C828264154,15446.58,274549.74,1,0
501,CASH_OUT,472808.24,C524534489,472808.24,0.0,C1625163928,0.0,472808.24,1,0
194,CASH_OUT,651477.38,C919667911,651477.38,0.0,C145427921,13160.86,664638.23,1,0
360,CASH_OUT,882011.04,C1287818335,882011.04,0.0,C120939330,8202.09,890213.13,1,0
140,CASH_OUT,4400457.84,C148679503,4400457.84,0.0,C470122126,1284135.8,5684593.64,1,0
425,CASH_OUT,486175.4,C1737680610,486175.4,0.0,C1596545373,0.0,486175.4,1,0
260,TRANSFER,847383.45,C358038381,847383.45,0.0,C1806358592,0.0,0.0,1,0
367,TRANSFER,435867.16,C790089745,435867.16,0.0,C1816333758,0.0,0.0,1,0
183,CASH_OUT,169478.96,C1947882582,0.0,0.0,C470254417,1349165.58,1518644.54,0,0
709,TRANSFER,66516.2,C277947802,66516.2,0.0,C1729785616,0.0,0.0,1,0
476,CASH_OUT,44628.75,C367845970,0.0,0.0,C2134136525,197074.46,241703.21,0,0
562,TRANSFER,8208916.0,C364617026,8208916.0,0.0,C1664077486,0.0,0.0,1,0
165,CASH_OUT,49741.53,C502188357,342795.55,293054.02,C1245567926,1508046.62,1557788.15,0,0
283,CASH_OUT,843174.04,C135534894,843174.04,0.0,C594998336,2972319.22,3815493.26,1,0
676,TRANSFER,3542716.02,C1521869137,3542716.02,0.0,C377406581,0.0,0.0,1,0
306,CASH_OUT,162798.98,C2128610206,0.0,0.0,C1449345473,7232665.06,7395464.04,0,0
202,CASH_OUT,39234.03,C963421119,20060.0,0.0,C749769416,81006.31,120240.33,0,0
305,CASH_OUT,41688.0,C608008358,21064.0,0.0,C2067285646,0.0,41688.0,0,0
735,CASH_OUT,243459.96,C1148037845,243459.96,0.0,C387251817,9459523.04,9702983.01,1,0
249,CASH_OUT,10000000.0,C1919400809,10000000.0,0.0,C1527429194,0.0,10000000.0,1,0
427,CASH_OUT,474195.1,C1690528829,474195.1,0.0,C1949534570,0.0,474195.1,1,0
80,TRANSFER,244814.12,C2138181348,244814.12,0.0,C1608735206,0.0,0.0,1,0
692,TRANSFER,466218.08,C723093483,466218.08,0.0,C1437715288,0.0,0.0,1,0
35,CASH_OUT,3606943.31,C1011490419,3606943.31,0.0,C1919783086,0.0,3606943.31,1,0
172,CASH_OUT,692984.55,C1799581690,692984.55,0.0,C1865178469,758852.8,1451837.35,1,0
523,CASH_OUT,497928.97,C881548240,497928.97,0.0,C1750630273,4112129.55,4610058.51,1,0
557,TRANSFER,188844.13,C1958670415,188844.13,0.0,C1200309573,0.0,0.0,1,0
251,CASH_OUT,125590.14,C1192045372,0.0,0.0,C279581359,525556.24,651146.38,0,0
311,CASH_OUT,1275236.3,C937991476,1275236.3,0.0,C329005682,10656.62,1285892.92,1,0
29,TRANSFER,268641.82,C775733773,268641.82,0.0,C2121303056,0.0,0.0,1,0
663,TRANSFER,202952.03,C738020926,202952.03,0.0,C1822733472,0.0,0.0,1,0
401,CASH_OUT,182604.37,C230713810,211.0,0.0,C891528331,0.0,182604.37,0,0
36,CASH_OUT,103056.0,C1859440956,103056.0,0.0,C1389963224,444182.13,547238.13,1,0
238,TRANSFER,237567.35,C2098656408,237567.35,0.0,C1831118200,0.0,0.0,1,0
130,CASH_OUT,411264.94,C380244838,0.0,0.0,C1428853795,5454126.82,5865391.76,0,0
253,CASH_OUT,128993.35,C1747909865,618996.0,490002.65,C127999342,3449.76,132443.11,0,0
328,TRANSFER,1110559.42,C131333064,0.0,0.0,C152415324,14057511.64,15168071.06,0,0
348,CASH_OUT,127833.91,C219453848,25801.0,0.0,C985281407,259659.54,387493.46,0,0
361,CASH_OUT,1742012.06,C1184890724,1742012.06,0.0,C140983265,70881.61,1812893.67,1,0
558,CASH_OUT,4529.65,C2141175664,4529.65,0.0,C968979703,293443.08,297972.73,1,0
52,CASH_OUT,7484125.12,C99129129,7484125.12,0.0,C1179262893,62896.23,7547021.36,1,0
357,CASH_OUT,207563.39,C20233312,9081.0,0.0,C980190340,104031.36,311594.74,0,0
320,CASH_OUT,248409.56,C1492323121,248409.56,0.0,C1162648274,2156174.28,2404583.85,1,0
671,TRANSFER,3441041.46,C917414431,3441041.46,3441041.46,C1082139865,0.0,0.0,1,1
228,CASH_OUT,150230.75,C225010863,0.0,0.0,C737986943,3128018.54,3278249.3,0,0
11,CASH_OUT,139337.14,C1710363582,0.0,0.0,C1194066750,5497350.64,5636687.78,0,0
349,CASH_OUT,1398633.34,C1656635243,1398633.34,0.0,C1235306495,0.0,1398633.34,1,0
297,CASH_OUT,2131624.18,C2068796286,2131624.18,0.0,C1607775090,227891.76,2359515.95,1,0
404,CASH_OUT,229110.32,C1461825060,41253.0,0.0,C1564912941,0.0,229110.32,0,0
28,TRANSFER,3832058.34,C1279307827,3832058.34,0.0,C1124913173,0.0,0.0,1,0
117,TRANSFER,4032691.34,C802639228,4032691.34,0.0,C593736656,0.0,0.0,1,0
569,CASH_OUT,51416.07,C1252081364,51416.07,0.0,C327344476,62726.44,114142.52,1,0
105,CASH_OUT,511379.9,C1440012977,511379.9,0.0,C644163395,3439249.7,3950629.6,1,0
374,CASH_OUT,241854.05,C538561034,0.0,0.0,C843075955,1272298.5,1514152.55,0,0
624,CASH_OUT,10000000.0,C689619787,10000000.0,0.0,C1481530015,24439.23,10024439.23,1,0
393,CASH_OUT,31719.59,C939584987,0.0,0.0,C107378032,828672.58,860392.17,0,0
488,TRANSFER,326052.83,C726617458,326052.83,0.0,C1996615895,0.0,0.0,1,0
134,CASH_OUT,223801.24,C1771685014,345008.04,121206.8,C1755804881,2210714.51,2434515.75,0,0
225,TRANSFER,10276.87,C1132693600,10276.87,0.0,C1185292292,0.0,0.0,1,0
236,CASH_OUT,102272.9,C142114202,0.0,0.0,C1680525470,1153166.5,1255439.4,0,0
727,TRANSFER,124582.58,C651444933,124582.58,0.0,C1161818914,0.0,0.0,1,0
187,TRANSFER,1736804.93,C1692442952,1736804.93,0.0,C1950313114,0.0,0.0,1,0
306,TRANSFER,494591.92,C2125285671,3019.0,0.0,C1838188853,1826402.08,2320994.0,0,0
181,CASH_OUT,200074.08,C702119440,21215.0,0.0,C564985952,1717473.08,1917547.16,0,0
191,CASH_OUT,189943.94,C1126727941,0.0,0.0,C421218766,2349747.31,2539691.25,0,0
