step,type,txn_val,nameOrig,old_bal,newbalanceOrig,nameDest,oldbalanceDest,newbalanceDest,isFraud,isFlaggedFraud
13,CASH_OUT,408.0,C1894004688,408.0,0.0,C1293978242,898297.85,1075854.14,1,0
203,CASH_OUT,142554.76,C15180095,0.0,0.0,C341464543,265657.29,408212.05,0,0
635,CASH_OUT,580010.03,C764461588,580010.03,0.0,C229248681,41887.5,621897.52,1,0
353,TRANSFER,1121338.07,C981518782,21253.0,0.0,C1571879622,0.0,1121338.07,0,0
306,CASH_OUT,152414.41,C657450125,90576.0,0.0,C1850254568,0.0,152414.41,0,0
93,CASH_OUT,175313.96,C1532820276,175313.96,0.0,C1326115881,2911229.9,3086543.86,1,0
155,TRANSFER,242179.39,C954871123,242179.39,0.0,C372683290,0.0,0.0,1,0
42,CASH_OUT,1917497.63,C1510964909,1917497.63,0.0,C580102695,173507.14,2091004.76,1,0
613,TRANSFER,1425062.97,C1700849439,1425062.97,0.0,C1474364019,0.0,0.0,1,0
71,TRANSFER,62091.44,C1985338048,62091.44,0.0,C1366367431,0.0,0.0,1,0
296,TRANSFER,716273.17,C178061397,716273.17,0.0,C1590888168,0.0,0.0,1,0
231,CASH_OUT,43649.37,C1175974227,150.0,0.0,C342584987,0.0,43649.37,0,0
697,CASH_OUT,1272493.9,C1343376648,1272493.9,0.0,C1882250121,2396715.75,3669209.65,1,0
61,CASH_OUT,1372301.24,C1024969195,1372301.24,0.0,C1809017437,0.0,1372301.24,1,0
72,TRANSFER,10000000.0,C53057884,18594065.09,8594065.09,C588547519,0.0,0.0,1,0
393,CASH_OUT,18012.52,C546221987,0.0,0.0,C1213276805,1714023.85,1732036.37,0,0
41,CASH_OUT,344706.81,C979190639,7011.0,0.0,C818166920,1256324.53,1601031.33,0,0
129,CASH_OUT,399479.74,C556182093,0.0,0.0,C585428445,1772505.26,2171985.0,0,0
132,CASH_OUT,254959.78,C228217856,41040.0,0.0,C1710023552,135576.0,0.0,0,0
45,CASH_OUT,102925.55,C710150966,15531.0,0.0,C1394304548,1517833.65,1620759.2,0,0
734,CASH_OUT,1810044.85,C491326843,1810044.85,0.0,C1833702412,1005720.69,2815765.54,1,0
369,CASH_OUT,148644.48,C938673341,0.0,0.0,C509471965,499368.07,648012.55,0,0
157,TRANSFER,988344.15,C983416695,0.0,0.0,C1593413439,4461095.25,5449439.39,0,0
29,CASH_OUT,340198.41,C1369188336,340198.41,0.0,C1627551181,1614043.79,1954242.21,1,0
202,TRANSFER,1207759.97,C2106477008,0.0,0.0,C1682052658,1445368.66,2825293.74,0,0
165,CASH_OUT,147723.71,C1456569948,0.0,0.0,C70267368,209293.58,357017.29,0,0
133,TRANSFER,585932.64,C471415013,127.0,0.0,C901096473,567675.68,1153608.31,0,0
378,CASH_OUT,192815.77,C1577306168,192815.77,0.0,C353651788,0.0,192815.77,1,0
526,CASH_OUT,319883.28,C804647095,319883.28,0.0,C2035017998,102882.01,422765.29,1,0
556,TRANSFER,227231.78,C1362477685,227231.78,0.0,C396423191,0.0,0.0,1,0
489,TRANSFER,4241.44,C1002895272,4241.44,0.0,C2080434931,0.0,0.0,1,0
276,TRANSFER,1567591.24,C1295443216,1567591.24,0.0,C1682101725,0.0,0.0,1,0
177,TRANSFER,158000.29,C543731101,158000.29,0.0,C1586760736,0.0,0.0,1,0
140,CASH_OUT,94066.58,C1517556268,18731.0,0.0,C1348128866,49678.67,143745.26,0,0
356,CASH_OUT,357226.8,C2080356866,357226.8,0.0,C784361813,0.0,357226.8,1,0
300,CASH_OUT,257140.79,C694396877,60916.0,0.0,C2021911753,866586.45,1123727.24,0,0
326,CASH_OUT,140684.45,C947163221,430718.0,290033.55,C642777895,9954475.18,10095159.64,0,0
31,CASH_OUT,587031.2,C1534882693,587031.2,0.0,C534658891,338247.75,925278.94,1,0
35,TRANSFER,37676.92,C1126839813,0.0,0.0,C829366434,2205839.6,2273061.34,0,0
181,TRANSFER,377683.98,C1550410988,0.0,0.0,C2046310299,858836.62,1236520.6,0,0
160,CASH_OUT,78819.17,C183083100,4161.0,0.0,C2056947126,102836.02,181655.18,0,0
265,TRANSFER,158214.43,C1151204098,158214.43,0.0,C1798298818,0.0,0.0,1,0
410,CASH_OUT,281439.26,C2046985152,281439.26,0.0,C434363461,118976.79,400416.05,1,0
591,TRANSFER,609239.75,C1751567663,609239.75,0.0,C129769872,0.0,0.0,1,0
37,CASH_OUT,84038.46,C1094786376,247172.17,163133.71,C1223691733,1008089.76,1092128.22,0,0
316,CASH_OUT,72665.95,C1181122051,72665.95,0.0,C1800302951,31012.3,103678.25,1,0
329,CASH_OUT,82506.44,C1651556028,54012.0,0.0,C598097462,539924.38,622430.81,0,0
137,CASH_OUT,106870.58,C12629105,0.0,0.0,C719170061,195226.42,302096.99,0,0
303,CASH_OUT,447009.83,C1440171055,447009.83,0.0,C1229115940,45138.12,492147.95,1,0
27,TRANSFER,1218165.88,C361429301,1218165.88,0.0,C550179566,0.0,0.0,1,0
348,CASH_OUT,76451.39,C1847143491,0.0,0.0,C1681393100,341684.47,418135.86,0,0
542,TRANSFER,167874.09,C100680440,0.0,0.0,C310709190,1063078.99,1230953.07,0,0
32,CASH_OUT,604933.67,C1085892947,604933.67,0.0,C1138178950,35839.7,640773.38,1,0
533,CASH_OUT,18042.11,C473271936,18042.11,0.0,C356431385,135951.5,153993.61,1,0
351,CASH_OUT,226308.22,C1059045372,0.0,0.0,C1397798061,7425609.06,7651917.28,0,0
656,TRANSFER,766257.55,C904749186,766257.55,0.0,C1046618860,0.0,0.0,1,0
133,CASH_OUT,161274.21,C1286497997,144871.0,0.0,C496819158,322924.71,484198.92,0,0
401,CASH_OUT,4481768.26,C1705612559,4481768.26,0.0,C1077224856,345600.94,4827369.2,1,0
259,TRANSFER,402742.73,C1900555891,76336.0,0.0,C760769836,0.0,402742.73,0,0
300,CASH_OUT,54199.23,C1048847473,100556.0,46356.77,C1624050856,0.0,54199.23,0,0
538,TRANSFER,354330.75,C1587506829,0.0,0.0,C1149378829,1063041.79,1417372.54,0,0
398,CASH_OUT,340352.51,C1344885129,2878.0,0.0,C829999937,0.0,340352.51,0,0
354,TRANSFER,962828.51,C2068835925,215941.84,0.0,C832093676,2580289.75,3543118.27,0,0
621,TRANSFER,1077146.94,C1645503164,1077146.94,0.0,C220661112,0.0,0.0,1,0
227,TRANSFER,1024660.21,C1447362674,11.0,0.0,C588269029,0.0,1024660.21,0,0
358,CASH_OUT,174780.81,C1946471057,10788.0,0.0,C236468668,763795.68,938576.49,0,0
279,CASH_OUT,87525.54,C2146738832,0.0,0.0,C460339227,143737.45,231262.99,0,0
275,CASH_OUT,80095.74,C310574488,46.0,0.0,C1345436623,221884.13,301979.87,0,0
148,TRANSFER,208630.6,C981156733,208630.6,0.0,C1127756392,0.0,0.0,1,0
689,TRANSFER,953615.38,C448881117,953615.38,0.0,C1434350285,0.0,0.0,1,0
501,CASH_OUT,772379.36,C533533320,772379.36,0.0,C1635587214,501817.89,1274197.25,1,0
184,CASH_OUT,52190.7,C429502377,0.0,0.0,C334824347,662374.45,714565.15,0,0
6,TRANSFER,216422.0,C666642000,216422.0,0.0,C1315078366,0.0,0.0,1,0
185,TRANSFER,256285.41,C712662374,0.0,0.0,C2080178799,980605.44,1236890.86,0,0
567,TRANSFER,175203.45,C905679615,175203.45,0.0,C572787442,0.0,0.0,1,0
125,CASH_OUT,621569.61,C2048762719,621569.61,0.0,C177739457,270256.82,891826.43,1,0
203,CASH_OUT,114246.76,C1399286141,0.0,0.0,C914940838,308487.26,422734.01,0,0
42,CASH_OUT,98980.73,C71567519,194777.31,95796.58,C42154328,1638729.03,2012736.72,0,0
149,CASH_OUT,29832.81,C185736530,29832.81,0.0,C1020879076,82642.62,112475.43,1,0
139,TRANSFER,375141.86,C797411112,375141.86,0.0,C1969431607,0.0,0.0,1,0
210,TRANSFER,971444.24,C2051682259,10755.0,0.0,C891254929,44507.92,1015952.16,0,0
396,TRANSFER,1547877.98,C211699118,1547877.98,0.0,C1804433464,0.0,0.0,1,0
144,TRANSFER,2120266.89,C1236932461,2120266.89,0.0,C761922099,0.0,0.0,1,0
141,TRANSFER,1719742.26,C2063242792,0.0,0.0,C1204762214,2056027.41,3775769.67,0,0
164,CASH_OUT,329728.11,C2099623572,329728.11,0.0,C381648011,0.0,329728.11,1,0
453,CASH_OUT,2600970.32,C1015856166,2600970.32,0.0,C1424612838,2111795.89,4712766.22,1,0
496,TRANSFER,174725.11,C698568387,174725.11,0.0,C137059515,0.0,0.0,1,0
687,CASH_OUT,289827.78,C1878533563,0.0,0.0,C1853554385,292213.62,582041.4,0,0
208,CASH_OUT,131849.09,C766714850,210.0,0.0,C773886500,462067.95,593917.04,0,0
345,CASH_OUT,338011.43,C1724018311,595.72,0.0,C1859965144,490280.11,828291.55,0,0
307,TRANSFER,262929.41,C1304488032,3557.74,0.0,C1248844397,1730179.53,1993108.95,0,0
212,CASH_OUT,55400.78,C649767519,0.0,0.0,C115141847,5965419.22,6020819.99,0,0
15,CASH_OUT,59385.67,C1765315298,59385.67,0.0,C721356209,74371.0,133756.67,1,0
306,CASH_OUT,18894.14,C806910110,0.0,0.0,C1906630349,2820794.29,2839688.42,0,0
500,CASH_OUT,930970.44,C1061051753,930970.44,0.0,C1461294954,0.0,930970.44,1,0
650,TRANSFER,1264551.38,C1504697378,1264551.38,0.0,C1780665537,0.0,0.0,1,0
306,CASH_OUT,125511.82,C68871496,0.0,0.0,C1758514210,699398.88,824910.71,0,0
369,CASH_OUT,106267.08,C1820315373,1031.0,0.0,C887841905,67097.67,173364.75,0,0
598,TRANSFER,5566368.02,C94269091,5566368.02,0.0,C2096924215,0.0,0.0,1,0
104,TRANSFER,655294.3,C935429105,655294.3,0.0,C1630335689,0.0,0.0,1,0
402,CASH_OUT,234594.57,C1931983575,0.0,0.0,C168933601,708697.48,943292.05,0,0
351,TRANSFER,6721321.33,C1914099833,6721321.33,0.0,C1517275009,0.0,0.0,1,0
39,TRANSFER,2070814.27,C511306069,2070814.27,0.0,C1776402146,0.0,0.0,1,0
69,TRANSFER,5521483.54,C505397169,5521483.54,0.0,C599233021,0.0,0.0,1,0
464,TRANSFER,1027963.96,C2080701542,1027963.96,0.0,C446782589,0.0,0.0,1,0
164,CASH_OUT,98252.47,C500180120,11971.0,0.0,C586372035,40344.78,138597.25,0,0
251,CASH_OUT,139571.76,C1185588309,1062238.65,922666.89,C872084703,2972014.59,3111586.35,0,0
217,CASH_OUT,81216.23,C603998134,81216.23,0.0,C1990779832,917796.81,999013.04,1,0
274,TRANSFER,5052211.09,C39195818,5052211.09,0.0,C717479366,0.0,0.0,1,0
698,CASH_OUT,131842.85,C494904696,131842.85,0.0,C1742037913,3479.07,135321.92,1,0
424,CASH_OUT,671406.79,C1661993840,671406.79,0.0,C109645047,102024.04,773430.83,1,0
190,TRANSFER,380071.36,C488449762,12344.0,0.0,C917282770,5552446.91,5932518.27,0,0
633,CASH_OUT,405400.26,C134085656,405400.26,0.0,C1027510242,707011.54,1112411.81,1,0
553,CASH_OUT,1688761.08,C2095328996,1688761.08,0.0,C1800908612,0.0,1688761.08,1,0
349,CASH_OUT,49936.68,C1469824555,0.0,0.0,C818109701,64779.88,114716.55,0,0
190,CASH_OUT,10000000.0,C950353738,10000000.0,0.0,C1401949177,2876.18,10002876.18,1,0
497,CASH_OUT,1939519.45,C1454351572,1939519.45,0.0,C93303375,38036.62,1977556.07,1,0
189,TRANSFER,237793.51,C1050136669,0.0,0.0,C1153807868,805295.15,1043088.66,0,0
452,TRANSFER,1138384.29,C599862051,1138384.29,0.0,C220508389,0.0,0.0,1,0
156,CASH_OUT,460290.79,C1426078074,54652.0,0.0,C91666396,0.0,460290.79,0,0
301,CASH_OUT,282309.73,C411424151,790.0,0.0,C1070422111,831390.09,1113699.82,0,0
259,CASH_OUT,284596.93,C1420803990,0.0,0.0,C1001217510,1582793.4,2204322.92,0,0
65,TRANSFER,403975.39,C2112892697,403975.39,0.0,C1785871119,0.0,0.0,1,0
250,CASH_OUT,183588.48,C719877552,0.0,0.0,C444610240,1719916.26,1903504.73,0,0
297,CASH_OUT,532500.74,C312026513,5116.0,0.0,C1492324771,119776.72,652277.46,0,0
572,CASH_OUT,2000718.2,C1426906570,2000718.2,0.0,C154319946,10984451.39,12985169.59,1,0
400,TRANSFER,2154146.28,C708940393,0.0,0.0,C1898098864,5318999.84,7473146.12,0,0
439,CASH_OUT,203119.08,C860758125,203119.08,0.0,C998349190,1163234.67,1366353.75,1,0
308,CASH_OUT,259793.94,C418820849,0.0,0.0,C1884773871,487510.14,747304.08,0,0
205,TRANSFER,1284400.58,C1554416934,235.0,0.0,C1661871289,152506.02,1436906.61,0,0
177,CASH_OUT,84005.67,C2043071228,21262.0,0.0,C627702694,0.0,84005.67,0,0
381,CASH_OUT,276746.78,C198377880,0.0,0.0,C1800418488,322950.24,599697.02,0,0
277,CASH_OUT,149656.36,C1489954712,149656.36,0.0,C1401311936,42797.0,192453.36,1,0
204,CASH_OUT,133137.69,C1914043389,98336.0,0.0,C2058188762,6192574.28,6325711.97,0,0
491,CASH_OUT,1265033.25,C994518144,1265033.25,0.0,C469694911,68292.18,1333325.43,1,0
281,TRANSFER,1030417.74,C1060613319,1030417.74,0.0,C1653587362,0.0,0.0,1,0
232,TRANSFER,448442.23,C995338443,50422.0,0.0,C1385886228,0.0,457350.92,0,0
684,CASH_OUT,459.38,C24326875,459.38,0.0,C1071787427,277498.02,277957.4,1,0
328,TRANSFER,3978093.19,C1838624967,0.0,0.0,C1943862356,10109093.54,14087186.73,0,0
346,CASH_OUT,62685.66,C106583713,64044.0,1358.34,C2143319376,0.0,62685.66,0,0
282,TRANSFER,8091.78,C680495878,8091.78,0.0,C958080037,0.0,0.0,1,0
451,CASH_OUT,108420.52,C1648036490,0.0,0.0,C1934294473,2386473.64,2494894.16,0,0
108,CASH_OUT,7060216.94,C1396053431,7060216.94,0.0,C2116038737,194244.35,7254461.29,1,0
345,CASH_OUT,78335.97,C195443841,15611.0,0.0,C607836688,84829.25,163165.22,0,0
203,CASH_OUT,71170.83,C1090726111,0.0,0.0,C254421617,263114.15,334284.98,0,0
19,CASH_OUT,139958.92,C1301139207,0.0,0.0,C648536732,653488.01,861478.73,0,0
12,CASH_OUT,76225.3,C1286397954,66590.81,0.0,C1713590563,619655.31,946907.37,0,0
686,CASH_OUT,1467968.73,C1032013375,1467968.73,0.0,C293921513,0.0,1467968.73,1,0
164,CASH_OUT,1191399.72,C146466047,1191399.72,0.0,C213105039,2447080.16,3638479.89,1,0
159,CASH_OUT,289165.82,C2061352500,0.0,0.0,C1347325777,1813421.84,2102587.65,0,0
185,CASH_OUT,221870.01,C1146379148,0.0,0.0,C1414117664,1017143.2,1239013.21,0,0
490,TRANSFER,1106295.77,C923004972,1106295.77,0.0,C243729608,0.0,0.0,1,0
189,TRANSFER,32830.82,C1144552495,32830.82,0.0,C1141615758,0.0,0.0,1,0
370,TRANSFER,1634184.04,C675893330,1634184.04,0.0,C265392838,0.0,0.0,1,0
86,TRANSFER,10000000.0,C1843531771,18931607.89,8931607.89,C632110164,0.0,0.0,1,0
372,CASH_OUT,287118.03,C1097615711,12775.0,0.0,C1881191988,24322953.92,24610071.95,0,0
161,TRANSFER,599506.37,C255049553,0.0,0.0,C1636172314,727516.72,1327023.08,0,0
370,CASH_OUT,10000000.0,C1751546135,10000000.0,0.0,C296834383,856247.59,10856247.59,1,0
56,CASH_OUT,2776135.33,C718213394,2776135.33,0.0,C1307403006,0.0,2776135.33,1,0
182,CASH_OUT,212520.39,C495691395,160155.45,0.0,C666345194,362759.31,575279.7,0,0
609,TRANSFER,76133.19,C479649158,76133.19,0.0,C1258331741,0.0,0.0,1,0
71,CASH_OUT,1871553.73,C92154963,1871553.73,0.0,C1037207091,0.0,1871553.73,1,0
16,TRANSFER,1143239.55,C647299702,113585.32,0.0,C1868430227,1484421.87,2127732.59,0,0
16,TRANSFER,2701905.3,C494334546,2701905.3,0.0,C428725863,0.0,0.0,1,0
208,CASH_OUT,304201.14,C89850128,0.0,0.0,C362603283,1749582.22,2076506.49,0,0
546,CASH_OUT,99656.93,C387067753,99656.93,0.0,C258696334,0.0,99656.93,1,0
171,TRANSFER,1437291.89,C533125295,1437291.89,0.0,C1217960953,0.0,0.0,1,0
592,CASH_OUT,55723.86,C1800495995,0.0,0.0,C840541316,1587991.72,1643715.57,0,0
388,TRANSFER,5658123.36,C1537861219,5658123.36,0.0,C127451235,0.0,0.0,1,0
229,CASH_OUT,159337.93,C1618411252,21281.0,0.0,C279938676,176509.35,335847.28,0,0
307,CASH_OUT,41682.73,C1663959534,10835.0,0.0,C1318658473,0.0,41682.73,0,0
330,CASH_OUT,158633.32,C139295872,10819.0,0.0,C903317609,0.0,158633.32,0,0
724,CASH_OUT,89845.29,C1281420811,89845.29,0.0,C1827800010,0.0,89845.29,1,0
17,CASH_OUT,441862.49,C762018485,0.0,0.0,C313454309,627443.77,442409.41,0,0
132,CASH_OUT,329985.48,C1844443928,16528.0,0.0,C844009246,0.0,329985.48,0,0
550,CASH_OUT,72421.42,C1897338127,45948.0,0.0,C973188029,0.0,72421.42,0,0
247,TRANSFER,2025628.87,C542081155,2025628.87,0.0,C1155430613,0.0,0.0,1,0
372,TRANSFER,299172.82,C1770563900,299172.82,0.0,C495349286,0.0,0.0,1,0
282,CASH_OUT,198617.22,C255615243,51636.0,0.0,C1653665596,0.0,198617.22,0,0
44,CASH_OUT,253780.13,C470314492,0.0,0.0,C1672845778,1415592.06,1669372.19,0,0
232,TRANSFER,2898.09,C700411853,2898.09,0.0,C91566300,0.0,0.0,1,0
214,TRANSFER,116419.58,C1730910853,116419.58,0.0,C2126645098,0.0,0.0,1,0
91,TRANSFER,482679.6,C822183230,482679.6,0.0,C1393101702,0.0,0.0,1,0
551,TRANSFER,879321.88,C25649787,879321.88,0.0,C2011342961,0.0,0.0,1,0
136,TRANSFER,3263443.15,C1406501579,3263443.15,0.0,C106008304,0.0,0.0,1,0
409,TRANSFER,1050135.78,C949114642,1050135.78,0.0,C189961618,0.0,0.0,1,0
546,CASH_OUT,105097.16,C1066191297,105097.16,0.0,C1432077169,1965333.76,2070430.91,1,0
16,CASH_OUT,16931.1,C2112145668,31849.0,14917.9,C161112781,125460.9,370758.75,0,0
631,TRANSFER,2391612.36,C1856399120,2391612.36,0.0,C2129842228,0.0,0.0,1,0
277,TRANSFER,149656.36,C2072045528,149656.36,0.0,C519434104,0.0,162310.05,1,0
346,CASH_OUT,1504870.33,C3976987,1504870.33,0.0,C465144377,395631.79,1900502.12,1,0
398,CASH_OUT,112182.38,C658351699,0.0,0.0,C2031046742,369859.96,482042.35,0,0
580,TRANSFER,105861.07,C261904702,105861.07,0.0,C152930989,0.0,0.0,1,0
341,TRANSFER,3011102.29,C1419528476,3011102.29,0.0,C273422649,0.0,0.0,1,0
349,CASH_OUT,138189.66,C273602313,11371.0,0.0,C1061529753,9198.94,147388.59,0,0
210,CASH_OUT,173978.65,C1366560699,55723.0,0.0,C384229273,34548.12,208526.77,0,0
674,TRANSFER,10000000.0,C200219666,16250438.78,6250438.78,C2086144828,0.0,0.0,1,0
614,CASH_OUT,2739248.3,C2038452856,2739248.3,0.0,C1576408634,15505667.41,18244915.71,1,0
709,CASH_OUT,179339.83,C2032555118,9869.0,0.0,C214592345,0.0,179339.83,0,0
40,TRANSFER,2757431.53,C1340596396,2757431.53,0.0,C487414422,0.0,0.0,1,0
106,CASH_OUT,1486955.35,C589092976,1486955.35,0.0,C1616444076,2163500.29,3650455.64,1,0
280,CASH_OUT,180628.08,C202786204,0.0,0.0,C757115050,899075.52,1079703.6,0,0
201,CASH_OUT,2477661.97,C959116993,2477661.97,0.0,C2073813717,25166.02,2502828.0,1,0
506,CASH_OUT,1048100.0,C858739147,1048100.0,0.0,C1868986147,3311018.47,4359118.47,1,0
43,CASH_OUT,5810.52,C1272295992,36119.0,30308.48,C1466405258,1530729.24,1536539.76,0,0
564,TRANSFER,2472250.47,C577087580,2472250.47,0.0,C660528098,0.0,0.0,1,0
670,CASH_OUT,10000000.0,C1795726585,10000000.0,0.0,C912767355,1476475.64,11476475.64,1,0
154,CASH_OUT,335745.34,C877895323,151754.0,0.0,C644095641,0.0,335745.34,0,0
205,TRANSFER,437523.9,C1029397173,0.0,0.0,C684870650,3935447.48,4460925.96,0,0
379,CASH_OUT,89701.29,C1845269028,0.0,0.0,C895417223,263199.37,352900.66,0,0
106,TRANSFER,2231.46,C170266679,2231.46,0.0,C2133347282,0.0,0.0,1,0
301,CASH_OUT,20071.79,C592239533,29863.0,9791.21,C1518790936,29721.74,49793.53,0,0
652,CASH_OUT,2054631.55,C1916867562,2054631.55,0.0,C499193602,0.0,2054631.55,1,0
81,CASH_OUT,78028.89,C524658055,78028.89,0.0,C200964845,473519.42,551548.31,1,0
286,CASH_OUT,372022.18,C1573622127,4807.54,0.0,C779978956,12261598.7,12633620.87,0,0
528,CASH_OUT,2173367.35,C662152824,2173367.35,0.0,C1412203460,476131.89,2649499.24,1,0
233,CASH_OUT,321619.99,C499792500,9465.0,0.0,C625910380,577811.08,772746.27,0,0
597,CASH_OUT,517183.38,C1850286862,517183.38,0.0,C1837027614,0.0,517183.38,1,0
212,TRANSFER,1434440.31,C1722259172,1434440.31,0.0,C715201096,0.0,0.0,1,0
135,CASH_OUT,214402.48,C554259871,285830.0,71427.52,C1548485699,0.0,304627.61,0,0
447,TRANSFER,219178.49,C680549889,219178.49,0.0,C682169691,0.0,0.0,1,0
646,TRANSFER,10000000.0,C590657619,50399045.08,40399045.08,C1971187430,0.0,0.0,1,0
41,CASH_OUT,334314.0,C1989243712,90438.0,0.0,C521592011,656435.1,990749.1,0,0
349,CASH_OUT,14279.89,C661074170,14279.89,0.0,C2110252237,983.0,0.0,1,0
549,TRANSFER,29473.67,C12589552,29473.67,0.0,C589307049,0.0,0.0,1,0
137,CASH_OUT,483981.99,C1248857691,0.0,0.0,C33201139,2974967.95,3458949.94,0,0
134,CASH_OUT,70393.48,C33839263,212.0,0.0,C1907872801,1851268.02,1921661.51,0,0
119,CASH_OUT,24151.43,C719258598,30551.0,6399.57,C1587584984,569021.05,593172.48,0,0
349,TRANSFER,319974.69,C1581587658,319974.69,0.0,C1897617923,0.0,0.0,1,0
248,TRANSFER,26776.98,C1235100433,26776.98,0.0,C224481932,0.0,0.0,1,0
358,CASH_OUT,11480.0,C1295049653,0.0,0.0,C758534694,278421.58,289901.58,0,0
299,CASH_OUT,416957.98,C457931476,512071.0,95113.02,C498171814,68656.07,485614.05,0,0
162,CASH_OUT,5820137.62,C13539331,5820137.62,0.0,C345070872,95384.38,5915522.0,1,0
329,CASH_OUT,30388.54,C2090031482,0.0,0.0,C589510441,512107.33,542495.87,0,0
367,CASH_OUT,902483.91,C1202457928,902483.91,0.0,C2142717530,2271023.91,3173507.82,1,0
465,TRANSFER,563388.67,C1663837850,563388.67,0.0,C76747824,0.0,0.0,1,0
567,CASH_OUT,31479.08,C207985179,0.0,0.0,C2068207302,222475.98,253955.05,0,0
286,TRANSFER,132943.98,C1093499326,132943.98,0.0,C1531800097,0.0,0.0,1,0
664,TRANSFER,397069.12,C767878011,397069.12,0.0,C205844537,0.0,0.0,1,0
238,CASH_OUT,240899.12,C521538595,240899.12,0.0,C1990446259,85009.83,325908.95,1,0
671,TRANSFER,188731.21,C1388119731,188731.21,0.0,C1365710126,0.0,0.0,1,0
410,TRANSFER,2406332.79,C676092302,2406332.79,0.0,C636444299,0.0,0.0,1,0
212,CASH_OUT,59554.12,C1098937360,21117.0,0.0,C20112119,0.0,59554.12,0,0
111,CASH_OUT,574709.63,C132473843,574709.63,0.0,C101909578,0.0,574709.63,1,0
258,CASH_OUT,81107.62,C1280209456,0.0,0.0,C291974063,610537.4,691645.01,0,0
227,CASH_OUT,95281.33,C702112812,0.0,0.0,C1861657756,1758417.31,1853698.63,0,0
461,CASH_OUT,830991.53,C307666203,830991.53,0.0,C1498742715,48795.65,879787.17,1,0
235,CASH_OUT,234330.79,C1815840561,9078.0,0.0,C134883974,160720.78,395051.56,0,0
303,CASH_OUT,97693.09,C1110229396,99462.0,1768.91,C1050160130,42976.11,140669.2,0,0
95,CASH_OUT,655676.97,C1072220674,655676.97,0.0,C2110200242,53614.28,709291.25,1,0
404,TRANSFER,126061.45,C1079557741,126061.45,0.0,C1089646901,0.0,0.0,1,0
311,TRANSFER,6558087.93,C1050618331,6558087.93,0.0,C1361886731,0.0,0.0,1,0
421,TRANSFER,267564.83,C787135844,267564.83,0.0,C934789306,0.0,0.0,1,0
255,CASH_OUT,8344.01,C1613451110,0.0,0.0,C1097447525,1192414.28,1200758.28,0,0
642,CASH_OUT,450060.37,C898755281,450060.37,0.0,C562356670,100205.45,550265.82,1,0
329,TRANSFER,746071.55,C1860262002,0.0,0.0,C483617023,3996754.71,4742826.25,0,0
323,CASH_OUT,370237.02,C430072474,0.0,0.0,C1886192684,2282761.87,2652998.89,0,0
191,TRANSFER,2166791.31,C1645885664,0.0,0.0,C15870227,11545035.66,13711826.97,0,0
572,CASH_OUT,340665.18,C1350659055,340665.18,0.0,C2055659976,422032.78,762697.96,1,0
257,CASH_OUT,166588.27,C1033377667,15499.0,0.0,C1456930433,2669068.33,3981470.36,0,0
634,CASH_OUT,215299.28,C1776720234,215299.28,0.0,C1185292292,625774.78,841074.06,1,0
405,CASH_OUT,12624.81,C2139906379,0.0,0.0,C1040121698,1769076.48,1781701.29,0,0
407,CASH_OUT,210572.74,C1579058330,0.0,0.0,C2022556567,3607877.18,3818449.92,0,0
223,TRANSFER,181588.3,C883385681,181588.3,0.0,C57838104,0.0,0.0,1,0
259,CASH_OUT,1950373.54,C1812490889,1950373.54,0.0,C1544763161,331310.07,2281683.61,1,0
48,TRANSFER,1215297.01,C22070941,1215297.01,0.0,C1908319524,0.0,0.0,1,0
125,TRANSFER,144065.75,C699771361,144065.75,0.0,C1114367477,0.0,0.0,1,0
303,CASH_OUT,199870.29,C1433739978,199870.29,0.0,C1449860779,312392.33,512262.62,1,0
227,CASH_OUT,26034.92,C1907057320,70817.0,44782.08,C1586664143,0.0,26034.92,0,0
10,TRANSFER,313166.71,C2097874858,0.0,0.0,C1800686774,1701721.89,1653686.13,0,0
325,CASH_OUT,144664.73,C924416813,0.0,0.0,C264243753,187467.3,332132.03,0,0
347,CASH_OUT,454946.7,C1289068773,94006.0,0.0,C1945118264,7139.86,462086.56,0,0
208,CASH_OUT,264720.92,C247031238,93459.52,0.0,C1782823082,1022365.96,1287086.88,0,0
619,TRANSFER,945131.71,C411013894,945131.71,0.0,C1546732203,0.0,0.0,1,0
284,CASH_OUT,800115.05,C98533918,800115.05,0.0,C1726841955,317406.39,1117521.44,1,0
163,CASH_OUT,10401.65,C226572084,55809.66,45408.01,C786495591,547675.69,558077.34,0,0
393,TRANSFER,290198.92,C1884412313,290198.92,0.0,C1709832944,0.0,0.0,1,0
19,CASH_OUT,364095.55,C301251540,0.0,0.0,C1611874445,4288534.63,4652630.18,0,0
712,TRANSFER,16514.64,C1427122202,16514.64,0.0,C420183005,0.0,0.0,1,0
315,TRANSFER,76640.82,C1716897320,76640.82,0.0,C233158023,0.0,0.0,1,0
307,CASH_OUT,70917.73,C300493602,0.0,0.0,C1471367592,2620579.94,2691497.67,0,0
260,CASH_OUT,198959.11,C1699869545,33244.0,0.0,C1379052758,691505.28,890464.39,0,0
250,TRANSFER,2374490.77,C895602410,2374490.77,0.0,C701578249,0.0,0.0,1,0
520,CASH_OUT,658855.33,C343171866,658855.33,0.0,C1639651535,4937941.18,5596796.51,1,0
444,CASH_OUT,178616.12,C468251407,178616.12,0.0,C1669286784,0.0,178616.12,1,0
