step,type,amount_cents,nameOrig,oldbalanceOrg,newbalanceOrig,nameDest,oldbalanceDest,newbalanceDest,isFraud,isFlaggedFraud
660,CASH_OUT,674918.0,C853796614,674918.0,0.0,C1244384695,13692804.0,14367722.0,1,0
44,CASH_OUT,38795242.0,C321872585,38795242.0,0.0,C401911630,207065598.0,222217716.0,1,0
73,TRANSFER,68479616.0,C1223486306,68479616.0,0.0,C964592362,0.0,0.0,1,0
33,CASH_OUT,34753018.0,C189217578,3916000.0,0.0,C1875111740,36515591.0,71268609.0,0,0
2,CASH_OUT,1494984.0,C395257482,1494984.0,0.0,C1032986144,1816179.0,3311162.9999999995,1,0
182,CASH_OUT,2071279.0,C263437030,513300.0,0.0,C861623211,36647010.0,38718289.0,0,0
396,CASH_OUT,20234751.0,C343219963,0.0,0.0,C1395258799,81735548.0,101970299.0,0,0
74,CASH_OUT,437593129.0,C367894534,437593129.0,0.0,C397644656,6849486.0,444442616.0,1,0
18,CASH_OUT,30773918.0,C281912643,30773918.0,0.0,C1264205758,2532600.0,83824641.0,1,0
522,CASH_OUT,24419988.0,C1132042170,0.0,0.0,C556248667,400615500.0,425035488.0,0,0
40,TRANSFER,2695006.0,C575969831,2695006.0,0.0,C220147588,0.0,0.0,1,0
306,CASH_OUT,7984442.999999999,C1644738644,0.0,0.0,C1574466368,33923402.0,41907845.0,0,0
215,CASH_OUT,33215167.0,C172163835,33215167.0,0.0,C758537342,0.0,33215167.0,1,0
232,CASH_OUT,23067921.0,C774223265,0.0,0.0,C244873304,862991027.9999999,886058948.0,0,0
354,CASH_OUT,19462131.0,C1610339413,87412.0,0.0,C1934780195,213777922.00000003,233240052.99999997,0,0
254,CASH_OUT,21649952.0,C1936952872,973564.0,0.0,C1413548627,74670082.0,96320034.0,0,0
403,CASH_OUT,14509418.0,C1094302906,0.0,0.0,C826275454,59210927.0,73720345.0,0,0
299,TRANSFER,115056197.0,C817857207,115056197.0,0.0,C1094225384,0.0,0.0,1,0
137,CASH_OUT,39432497.0,C791376794,10508500.0,0.0,C1507761286,254515610.0,293948107.0,0,0
351,TRANSFER,6380.0,C1293504491,6380.0,0.0,C1368130863,0.0,0.0,1,0
483,TRANSFER,2299073.0,C1418432811,2299073.0,0.0,C1543578666,0.0,0.0,1,0
180,TRANSFER,118585446.0,C1611292393,6242400.0,0.0,C22545235,11994380.0,130579827.0,0,0
47,CASH_OUT,24302865.0,C1427360526,24302865.0,0.0,C410529823,44128514.0,68431379.0,1,0
19,CASH_OUT,22577124.0,C343939770,3789100.0,0.0,C896884276,0.0,26783428.999999996,0,0
210,CASH_OUT,16762672.0,C47580807,735800.0,0.0,C1458833129,35695622.0,52458293.99999999,0,0
277,CASH_OUT,62138764.0,C1236437797,62138764.0,0.0,C1300584821,8513275.0,70652039.0,1,0
627,TRANSFER,275601178.0,C484256849,275601178.0,0.0,C1955850901,0.0,0.0,1,0
181,CASH_OUT,41029986.0,C726906653,41029986.0,0.0,C1672803928,5351634.0,46381619.0,1,0
170,CASH_OUT,90885812.0,C529588126,90885812.0,0.0,C383086012,0.0,90885812.0,1,0
55,TRANSFER,85455085.0,C723006620,85455085.0,0.0,C240791931,0.0,0.0,1,0
551,CASH_OUT,81399249.0,C990823587,81399249.0,0.0,C1506986844,2479462520.0,2560861769.0,1,0
346,CASH_OUT,37594901.0,C1682452537,89000.0,0.0,C530540993,0.0,37594901.0,0,0
230,CASH_OUT,2575236.0,C88996947,1006300.0,0.0,C543897099,907168.0,3482403.0,0,0
400,CASH_OUT,20928550.0,C654116385,20176800.0,0.0,C779265827,57092394.99999999,78020945.0,0,0
40,CASH_OUT,15316049.0,C1223487299,0.0,0.0,C1988852187,964093177.9999999,979409227.0,0,0
14,CASH_OUT,8995356.0,C907880535,0.0,0.0,C2128956830,19297735.0,49269333.0,0,0
307,CASH_OUT,4587927.0,C2126301614,0.0,0.0,C2052995526,32514580.0,37102507.0,0,0
9,TRANSFER,105500.0,C666486325,105500.0,0.0,C279565067,0.0,0.0,1,0
270,TRANSFER,1499214.0,C925134065,1499214.0,0.0,C1757598776,0.0,0.0,1,0
330,CASH_OUT,20640407.0,C2051953803,38900.0,0.0,C1785475703,0.0,20640407.0,0,0
289,CASH_OUT,14339193.0,C924193876,3739461.0,0.0,C2093566530,26035368.0,40374561.0,0,0
150,CASH_OUT,199428514.0,C1177478126,199428514.0,0.0,C801773447,15079371.0,214507885.0,1,0
8,CASH_OUT,4309200.0,C1395071924,4309200.0,0.0,C79685693,66064174.0,115866289.99999999,1,0
636,CASH_OUT,14609573.000000002,C417197262,14609573.000000002,0.0,C1598093158,0.0,14609573.000000002,1,0
300,CASH_OUT,9386991.0,C238515940,0.0,0.0,C1644990385,11670056.0,21057047.0,0,0
280,CASH_OUT,26876237.0,C213790449,26876237.0,0.0,C911599712,86487476.0,113363713.99999999,1,0
74,CASH_OUT,45507413.0,C695129655,45507413.0,0.0,C1013511446,923717074.0,969224486.0,1,0
711,TRANSFER,98662396.0,C56835824,98662396.0,0.0,C648043949,0.0,0.0,1,0
611,CASH_OUT,58272512.0,C1584934652,58272512.0,0.0,C795947524,106640836.00000001,164913348.0,1,0
172,CASH_OUT,80002412.0,C1112585109,80002412.0,0.0,C414783966,10821694.0,90824106.0,1,0
355,CASH_OUT,18045901.0,C480610906,0.0,0.0,C187633014,45919425.0,63965326.0,0,0
514,CASH_OUT,10426391.0,C1155138889,31333400.0,20907009.0,C1623884703,0.0,10426391.0,0,0
17,CASH_OUT,1416008.0,C422889492,0.0,0.0,C406340235,382334839.0,383750846.0,0,0
576,CASH_OUT,2828488.0,C1126995065,2828488.0,0.0,C1039822411,47702143.0,50530631.0,1,0
1,CASH_OUT,18100.0,C840083671,18100.0,0.0,C38997010,2118200.0,0.0,1,0
729,CASH_OUT,110295138.99999999,C1678410175,110295138.99999999,0.0,C228891434,0.0,110295138.99999999,1,0
201,TRANSFER,23916352.0,C656614714,0.0,0.0,C999447702,34744838.0,58661191.0,0,0
549,TRANSFER,46144252.0,C597797196,46144252.0,0.0,C1745977074,0.0,0.0,1,0
259,CASH_OUT,12334761.0,C1466658335,0.0,0.0,C2126068963,630965939.0,643300700.0,0,0
19,CASH_OUT,23077885.0,C995760456,0.0,0.0,C75799516,46121987.0,69199871.0,0,0
241,CASH_OUT,106148224.0,C1732153199,106148224.0,0.0,C662070365,12233223.0,118381446.0,1,0
187,CASH_OUT,24049042.0,C76654578,1936600.0,0.0,C1156052861,60210894.99999999,84259937.0,0,0
283,CASH_OUT,2388427.0,C86080370,1251400.0,0.0,C1392477661,0.0,2388427.0,0,0
403,CASH_OUT,4725504.0,C1248557982,0.0,0.0,C1162626937,683302232.0,688027736.0,0,0
188,CASH_OUT,30200884.000000004,C338124273,41681800.0,11480916.0,C231349175,562512.0,30763396.000000004,0,0
275,TRANSFER,416255599.0,C1124374325,416255599.0,0.0,C460771007,0.0,0.0,1,0
324,CASH_OUT,3179946.0,C1483261675,1042700.0,0.0,C1655370378,1135876457.0,1139056404.0,0,0
405,TRANSFER,89858897.0,C1007455543,0.0,0.0,C1430316627,106131953.0,195990850.0,0,0
300,CASH_OUT,13168078.0,C1665827916,0.0,0.0,C535285535,442881179.0,456049257.0,0,0
332,CASH_OUT,30035752.0,C418537584,0.0,0.0,C2033962308,180549557.0,210585310.0,0,0
204,CASH_OUT,6159771.0,C740746729,0.0,0.0,C247702342,140732446.0,146892216.0,0,0
336,CASH_OUT,78657300.0,C1420516343,78657300.0,0.0,C567741813,0.0,78657300.0,1,0
18,TRANSFER,197435230.0,C745648946,197435230.0,0.0,C1091334879,0.0,0.0,1,0
65,TRANSFER,12669014.0,C498025851,12669014.0,0.0,C892311426,0.0,0.0,1,0
161,CASH_OUT,30742653.999999996,C1932758639,947900.0,0.0,C1672809406,1215854272.0,1246596926.0,0,0
311,CASH_OUT,26836646.999999996,C316319818,26836646.999999996,0.0,C1564045599,645480387.0,672317034.0,1,0
356,TRANSFER,25980749.0,C652572182,0.0,0.0,C1794608769,419932275.0,445913024.0,0,0
180,CASH_OUT,818651917.0,C2014067956,818651917.0,0.0,C822476275,79655054.0,898306972.0000001,1,0
15,CASH_OUT,6183544.0,C650948011,0.0,0.0,C149138093,30751202.0,86801691.0,0,0
487,CASH_OUT,120576086.00000001,C408988375,120576086.00000001,0.0,C131871009,868201344.9999999,988777430.0000001,1,0
558,CASH_OUT,31687784.999999996,C314495113,31687784.999999996,0.0,C2019920995,0.0,31687784.999999996,1,0
140,CASH_OUT,20627015.0,C243139142,42088700.0,21461685.0,C1620289520,56771584.0,77398598.0,0,0
352,CASH_OUT,44281228.0,C144765881,2006958.0000000002,0.0,C1797112906,360701416.0,404982645.0,0,0
38,CASH_OUT,47727594.0,C1579150945,25900.0,0.0,C730009595,109222270.0,156949864.0,0,0
284,CASH_OUT,19861636.0,C736407167,0.0,0.0,C125255310,47451131.0,67312768.0,0,0
161,CASH_OUT,404887.0,C138000814,2090100.0,1685213.0,C1062714995,0.0,404887.0,0,0
141,CASH_OUT,5652797.0,C586158737,58500.0,0.0,C876751997,56050337.0,61703134.0,0,0
163,CASH_OUT,20466552.0,C1779825404,72400.0,0.0,C857245356,11855970.0,32322523.0,0,0
283,CASH_OUT,9596916.0,C1892601720,2086900.0,0.0,C824355950,7215762.0,16812678.0,0,0
369,TRANSFER,83222772.0,C1246400075,0.0,0.0,C148886712,225406677.99999997,308629450.0,0,0
251,CASH_OUT,9989181.0,C610948026,0.0,0.0,C1491478950,428673843.0,438663024.0,0,0
374,TRANSFER,746612.0,C186075022,746612.0,0.0,C1001664465,0.0,0.0,1,0
330,TRANSFER,89445019.0,C511598514,12357066.0,0.0,C1571328858,199445129.0,288890148.0,0,0
339,CASH_OUT,37353187.0,C1957456794,37353187.0,0.0,C895220334,7798549.000000001,45151736.0,1,0
227,CASH_OUT,33098562.0,C134288585,10164900.0,0.0,C1256627429,139090367.0,172188929.0,0,0
8,TRANSFER,86636456.0,C1612165277,171371840.0,84735384.0,C1521704415,4043200.0,79327521.0,0,0
49,CASH_OUT,11401719.0,C305323219,11401719.0,0.0,C1508275623,282287288.0,293689007.0,1,0
162,CASH_OUT,7680558.0,C1820649101,2082000.0,0.0,C723123274,7922052.0,15602610.0,0,0
302,CASH_OUT,50651056.0,C1963437143,15700.0,0.0,C791536314,0.0,50651056.0,0,0
10,TRANSFER,266273459.0,C1182702586,266273459.0,0.0,C2143409210,0.0,0.0,1,0
604,CASH_OUT,71421848.0,C1835708623,71421848.0,0.0,C1881116283,10694083.0,82115931.0,1,0
283,TRANSFER,75767023.0,C1356254777,0.0,0.0,C1071713375,1036652642.0,1112419665.0,0,0
643,TRANSFER,422259505.99999994,C796012531,422259505.99999994,0.0,C848830970,0.0,0.0,1,0
302,CASH_OUT,31130006.0,C194618045,5192400.0,0.0,C1419973982,0.0,31130006.0,0,0
194,CASH_OUT,23331096.0,C1024786862,0.0,0.0,C992122986,29453503.000000004,52784599.0,0,0
182,CASH_OUT,2767076.0,C1683992006,1603500.0,0.0,C1892646174,499886309.99999994,502653386.00000006,0,0
156,CASH_OUT,7903141.0,C1746844617,7903141.0,0.0,C385289629,84074333.0,91977475.0,1,0
164,CASH_OUT,17526761.0,C979923889,17526761.0,0.0,C1018310032,7337437.0,24864198.0,1,0
159,CASH_OUT,20092526.0,C482722085,4192400.0,0.0,C1635207173,2414170554.0,2434263080.0,0,0
377,TRANSFER,18570233.0,C177521565,0.0,0.0,C105802629,306388962.0,324959195.0,0,0
163,CASH_OUT,13242031.0,C896054960,8456000.0,0.0,C325433581,0.0,13242031.0,0,0
321,CASH_OUT,11306227.0,C853125201,5145400.0,0.0,C1546947665,2206600.0,0.0,0,0
284,CASH_OUT,16029654.999999998,C665302161,16029654.999999998,0.0,C274241270,219525738.0,235555393.00000003,1,0
45,CASH_OUT,518887534.99999994,C1564479230,518887534.99999994,0.0,C203959811,1146500.0,502057328.0,1,0
701,TRANSFER,64431467.00000001,C1396855009,64431467.00000001,0.0,C387448117,0.0,0.0,1,0
262,CASH_OUT,20128136.0,C91830551,20128136.0,0.0,C1577387180,133764.0,20261900.0,1,0
400,TRANSFER,46068945.0,C1590287845,46068945.0,0.0,C1509813077,0.0,0.0,1,0
285,CASH_OUT,7586899.000000001,C112633182,70100.0,0.0,C1223100396,82134963.0,89721862.0,0,0
508,TRANSFER,35023308.0,C325422027,35023308.0,0.0,C434577794,0.0,0.0,1,0
186,CASH_OUT,7880841.0,C839608923,94200.0,0.0,C1349578708,0.0,7880841.0,0,0
550,TRANSFER,2141886.0,C546971696,2141886.0,0.0,C1910520742,0.0,0.0,1,0
79,CASH_OUT,66499286.0,C1370888603,66499286.0,0.0,C1110499013,76936338.0,143435623.0,1,0
305,CASH_OUT,24267132.0,C1222830109,388029.0,0.0,C712240817,219982633.0,244249765.0,0,0
573,CASH_OUT,45778914.0,C629419411,45778914.0,0.0,C1272218785,0.0,45778914.0,1,0
323,TRANSFER,759688683.0,C926688459,759688683.0,0.0,C1810250799,0.0,0.0,1,0
500,CASH_OUT,7810397.0,C917660888,0.0,0.0,C1861864991,1078740732.0,1086551129.0,0,0
86,TRANSFER,7254728.999999999,C759761137,7254728.999999999,0.0,C1046167270,0.0,0.0,1,0
93,TRANSFER,15006350.0,C377499224,1966200.0,0.0,C890732140,38844441.0,53850790.0,0,0
715,TRANSFER,28870192.0,C1518163877,57200.0,0.0,C1566908106,0.0,28870192.0,0,0
298,CASH_OUT,4004374.0,C1344634344,4004374.0,0.0,C1675764449,146282802.0,150287176.0,1,0
326,CASH_OUT,12021474.0,C1757210539,12021474.0,0.0,C193366588,151238147.0,163259621.0,1,0
520,CASH_OUT,546991099.0,C1741031215,546991099.0,0.0,C1048619563,11599244.0,558590343.0,1,0
420,CASH_OUT,15492537.0,C1006522970,0.0,0.0,C2035377435,20714706.0,36207243.0,0,0
596,TRANSFER,19638555.0,C959692250,19638555.0,0.0,C665462756,0.0,0.0,1,0
462,TRANSFER,15502882.999999998,C750908080,15502882.999999998,0.0,C279725072,0.0,0.0,1,0
143,CASH_OUT,182275486.0,C941627109,182275486.0,0.0,C704744337,109926.0,182385412.0,1,0
321,CASH_OUT,35126875.0,C1019329213,35126875.0,0.0,C1199437917,76788935.0,111915810.00000001,1,0
182,CASH_OUT,6999628.0,C12588810,0.0,0.0,C412279000,11376907.0,18376535.0,0,0
603,TRANSFER,3924774.0,C1777586207,3924774.0,0.0,C1509442679,0.0,0.0,1,0
134,TRANSFER,134743671.0,C1939932682,2101600.0,0.0,C1580348350,0.0,134743671.0,0,0
231,CASH_OUT,1594167.0,C332024535,0.0,0.0,C1355162540,5904171.0,7498338.0,0,0
66,CASH_OUT,27279144.0,C1671353324,27279144.0,0.0,C1524911570,71526702.0,98805846.0,1,0
10,CASH_OUT,11059463.0,C972655814,0.0,0.0,C955352041,60448856.00000001,121388635.00000001,0,0
271,CASH_OUT,592674536.0,C240557778,592674536.0,0.0,C340123117,238039238.0,830713774.0,1,0
232,CASH_OUT,1166326.0,C1315952562,98165400.0,96999074.0,C767110908,189374709.0,190541035.0,0,0
175,TRANSFER,4760475.0,C1972288489,4760475.0,0.0,C305797436,0.0,0.0,1,0
284,CASH_OUT,22244182.0,C8243079,0.0,0.0,C1966108912,109516827.0,131761008.0,0,0
320,CASH_OUT,17120054.0,C949614890,17120054.0,0.0,C505532836,7626633.0,24746687.0,1,0
77,CASH_OUT,81904834.0,C48810852,81904834.0,0.0,C1460010933,110409869.0,192314703.0,1,0
350,CASH_OUT,15788298.000000002,C1616012051,0.0,0.0,C1968631842,98766821.0,116880687.00000001,0,0
353,CASH_OUT,19660024.0,C1334761811,0.0,0.0,C491678179,39081027.0,58741051.0,0,0
673,CASH_OUT,88890527.0,C1419832653,88890527.0,0.0,C471935282,22039244.0,110929771.0,1,0
505,CASH_OUT,74515683.0,C189207115,74515683.0,0.0,C1009906459,632508598.0,707024282.0,1,0
179,TRANSFER,15268526.0,C224893514,1045400.0,0.0,C2066115656,26201930.0,41470457.0,0,0
149,TRANSFER,718842525.0,C1962597060,718842525.0,0.0,C103010660,0.0,0.0,1,0
375,TRANSFER,66773381.00000001,C1449311251,66773381.00000001,0.0,C1975743671,0.0,0.0,1,0
375,TRANSFER,25602090.0,C972565941,0.0,0.0,C1870482494,253946142.0,279548232.0,0,0
157,CASH_OUT,7251109.0,C2118680361,0.0,0.0,C1086989696,12914893.0,20166003.0,0,0
582,CASH_OUT,115837323.0,C745199175,115837323.0,0.0,C593287282,431860490.00000006,547697813.0,1,0
369,CASH_OUT,167414606.0,C128613711,167414606.0,0.0,C1898150915,472817426.99999994,640232034.0,1,0
82,TRANSFER,1000000000.0,C1237313447,1098759159.0,98759159.0,C1468356154,0.0,0.0,1,0
215,CASH_OUT,20091049.0,C1203947783,358200.0,0.0,C236593363,11731500.0,31822549.0,0,0
398,CASH_OUT,9992585.0,C1244442595,2838900.0,0.0,C1884257625,9289223.0,19281808.0,0,0
258,CASH_OUT,24804399.0,C1328801948,24804399.0,0.0,C1815131206,0.0,24804399.0,1,0
338,CASH_OUT,11944330.0,C238556595,11944330.0,0.0,C1892138777,89020405.0,100964735.0,1,0
509,CASH_OUT,2341367.0,C1100198651,2341367.0,0.0,C247352056,0.0,2341367.0,1,0
258,CASH_OUT,25645910.0,C2118675118,0.0,0.0,C701323255,322590465.0,348236375.0,0,0
274,TRANSFER,7075389.999999999,C1183327640,7075389.999999999,0.0,C290062990,0.0,0.0,1,0
279,TRANSFER,9889707.0,C1819955276,9889707.0,0.0,C1376329806,0.0,0.0,1,0
34,CASH_OUT,3408733.9999999995,C1131271443,3045200.0,0.0,C1716189177,31122651.0,34531385.0,0,0
185,CASH_OUT,6629299.000000001,C12416920,0.0,0.0,C1070614494,72402974.0,79032274.0,0,0
301,CASH_OUT,16178454.0,C14562517,0.0,0.0,C684047190,110328602.0,126507056.0,0,0
160,CASH_OUT,14150856.0,C91138273,14150856.0,0.0,C2049392320,34090608.0,48241464.0,1,0
404,CASH_OUT,5807003.0,C15267236,0.0,0.0,C444823572,22550848.0,28357851.0,0,0
92,TRANSFER,27190840.000000004,C1340312777,27190840.000000004,0.0,C863062485,0.0,0.0,1,0
13,TRANSFER,43530929.0,C1041849085,0.0,0.0,C297014296,73101573.0,117745017.0,0,0
251,CASH_OUT,34542557.0,C1514359401,34542557.0,0.0,C648222182,20848890.0,55391447.0,1,0
137,CASH_OUT,6642347.0,C1153375041,3685600.0,0.0,C71342322,13018334.0,19660682.0,0,0
295,CASH_OUT,17234430.0,C246205789,17234430.0,0.0,C1656002474,0.0,17234430.0,1,0
5,TRANSFER,12007473.0,C1409933277,12007473.0,0.0,C162114152,0.0,0.0,1,0
592,CASH_OUT,117021318.0,C408490456,117021318.0,0.0,C1143989341,23660522.0,140681841.0,1,0
277,TRANSFER,14112875.0,C1806967347,0.0,0.0,C280663936,506547971.0,520660846.0,0,0
131,CASH_OUT,20319919.0,C329345153,3680600.0,0.0,C1726544860,4608053.0,24927971.0,0,0
296,CASH_OUT,559141449.0,C1864175867,559141449.0,0.0,C556373412,68696307.0,627837755.0,1,0
406,CASH_OUT,6750337.0,C527668777,0.0,0.0,C800657942,113503227.0,120253563.99999999,0,0
285,CASH_OUT,1923868.9999999998,C293631677,0.0,0.0,C348907786,445020901.0,446944770.0,0,0
256,TRANSFER,38838040.0,C1328134436,0.0,0.0,C1946216587,46876300.0,85714340.0,0,0
205,CASH_OUT,7514200.0,C423656217,3615200.0,0.0,C884939880,7569659.0,15083860.0,0,0
400,CASH_OUT,13030498.0,C1230577710,2772600.0,0.0,C155414940,42199685.0,55230184.0,0,0
259,CASH_OUT,27327623.0,C1859774269,0.0,0.0,C706689972,853262903.9999999,880590527.0,0,0
259,TRANSFER,24714298.0,C573828688,1005100.0,0.0,C950338925,20179614.0,44893912.0,0,0
374,TRANSFER,14889350.0,C47631231,0.0,0.0,C1707483625,29969640.999999996,44858991.0,0,0
709,TRANSFER,1414864.0,C90228184,1414864.0,0.0,C1066617916,0.0,0.0,1,0
323,CASH_OUT,631915.0,C1665876630,555000.0,0.0,C304300337,56849614.0,57481529.0,0,0
331,TRANSFER,75329638.0,C725357582,50300.0,0.0,C431713970,45011463.0,120341101.0,0,0
10,TRANSFER,222677729.0,C1868101714,43299800.0,0.0,C1187871127,180006597.0,402684326.0,0,0
352,CASH_OUT,697514.0,C1146629168,1597900.0,900386.0,C1261253548,137384525.0,138082039.0,0,0
187,CASH_OUT,1260771.0,C181605723,0.0,0.0,C616450602,28948589.0,30209359.999999996,0,0
215,CASH_OUT,4505305.0,C108008113,4505305.0,0.0,C2015543503,20203875.0,24709180.0,1,0
450,TRANSFER,3626762.0000000005,C982513894,3626762.0000000005,0.0,C865044477,0.0,0.0,1,0
480,CASH_OUT,18110466.0,C1368229796,18110466.0,0.0,C491258942,20581252.0,38691718.0,1,0
205,CASH_OUT,31543687.0,C252554247,2094100.0,0.0,C139070823,137324423.0,168868110.0,0,0
139,CASH_OUT,18355485.0,C624213204,9948700.0,0.0,C1721279809,44139015.0,62494500.0,0,0
425,TRANSFER,20403020.0,C1112249638,20403020.0,0.0,C1562672245,0.0,0.0,1,0
206,CASH_OUT,13681941.0,C1654041666,8119700.0,0.0,C1414439907,426191001.99999994,439872943.0,0,0
59,TRANSFER,385717683.0,C1675721447,385717683.0,0.0,C892636220,0.0,0.0,1,0
425,TRANSFER,1000000000.0,C1619838170,3958504036.9999995,2958504037.0,C1934167334,0.0,0.0,1,0
674,TRANSFER,6408354.0,C1212154134,6408354.0,0.0,C426812212,0.0,0.0,1,0
211,TRANSFER,133080224.0,C171693930,133080224.0,0.0,C678151847,0.0,0.0,1,0
575,TRANSFER,13047952.0,C1416504938,13047952.0,0.0,C1838587779,0.0,0.0,1,0
283,CASH_OUT,1250979.0,C284962967,0.0,0.0,C449703763,10842838.0,12093817.0,0,0
406,TRANSFER,18458859.0,C1216438383,18458859.0,0.0,C2073991799,0.0,0.0,1,0
307,CASH_OUT,15152823.000000002,C1769639775,0.0,0.0,C931080505,15344439.000000002,30497262.0,0,0
243,CASH_OUT,99571058.0,C1426650654,99571058.0,0.0,C1955464150,39683856.0,139254914.0,1,0
186,CASH_OUT,1581380.0,C1343040373,0.0,0.0,C1489487824,76294860.0,77876240.0,0,0
731,TRANSFER,42935976.0,C567545309,42935976.0,0.0,C741413300,0.0,0.0,1,0
283,TRANSFER,30581821.000000004,C1954082643,1357358.0,0.0,C1582939233,336544042.0,367125863.0,0,0
86,TRANSFER,2182931.0,C1342024703,2182931.0,0.0,C1828683068,0.0,0.0,1,0
132,CASH_OUT,21482835.0,C421186926,0.0,0.0,C443089167,89247694.0,110730528.0,0,0
680,TRANSFER,1000000000.0,C1396564541,1225441702.0,225441702.0,C129828249,0.0,0.0,1,0
106,CASH_OUT,18622775.0,C185289348,18622775.0,0.0,C1709297334,22556647.0,41179422.0,1,0
321,CASH_OUT,26141040.0,C943129880,7409700.0,0.0,C1914718670,0.0,26141040.0,0,0
141,TRANSFER,2666213.0,C2028882242,0.0,0.0,C1762973221,85749306.0,88415519.0,0,0
640,TRANSFER,14425493.0,C372542470,14425493.0,0.0,C1271215958,0.0,0.0,1,0
285,CASH_OUT,27856949.0,C302787827,503700.0,0.0,C1254324242,12796759.0,40653708.0,0,0
25,TRANSFER,4482981.0,C589374615,4482981.0,0.0,C1612426642,0.0,0.0,1,0
454,CASH_OUT,27857759.999999996,C47565118,27857759.999999996,0.0,C939725119,12494807.0,40352568.0,1,0
37,CASH_OUT,65611725.0,C2143980688,89536233.0,23924508.0,C1605504657,202695191.0,228190595.00000003,0,0
179,CASH_OUT,26276831.0,C609524522,10882800.0,0.0,C424945524,0.0,26276831.0,0,0
212,CASH_OUT,122080.0,C248395903,122080.0,0.0,C154068331,33868889.0,33990969.0,1,0
48,CASH_OUT,121529701.0,C274359236,121529701.0,0.0,C1653022223,249729492.0,371259193.0,1,0
123,CASH_OUT,62995800.0,C1778361668,62995800.0,0.0,C675358222,40325279.0,103321079.0,1,0
279,TRANSFER,15021995.000000002,C1751547639,0.0,0.0,C1494179276,49384598.0,64406593.00000001,0,0
17,CASH_OUT,22170725.0,C124345386,101800.0,0.0,C1067970989,2074200.0,61999518.99999999,0,0
159,TRANSFER,85006695.0,C339957085,990300.0,0.0,C1492291740,0.0,85006695.0,0,0
481,CASH_OUT,30518384.000000004,C1505496365,30518384.000000004,0.0,C1263395993,47085417.0,77603800.0,1,0
207,CASH_OUT,28081346.000000004,C787834020,5578500.0,0.0,C509837228,57228722.0,85310068.0,0,0
305,CASH_OUT,29143408.0,C1970512118,87463100.0,58319692.00000001,C2110217674,0.0,29143408.0,0,0
38,TRANSFER,1752456.0000000002,C1480532277,0.0,0.0,C1710714368,47486277.0,49238733.0,0,0
489,TRANSFER,118998687.99999999,C1481892464,118998687.99999999,0.0,C1868266376,0.0,0.0,1,0
84,CASH_OUT,262707050.0,C771703338,262707050.0,0.0,C1350764838,46308363.0,309015412.0,1,0
134,CASH_OUT,18975693.0,C1569564612,996600.0,0.0,C1638574619,7230728.0,26206421.0,0,0
405,TRANSFER,274087915.0,C1775580519,274087915.0,0.0,C2136505452,0.0,0.0,1,0
352,CASH_OUT,30281075.0,C150430099,22740100.0,0.0,C90297639,0.0,30281075.0,0,0
400,CASH_OUT,30653290.999999996,C1818408760,6294100.0,0.0,C739789770,154657714.0,185311005.0,0,0
395,CASH_OUT,30583796.000000004,C1350068115,3229717.0,0.0,C379384197,499298928.0,529882724.0,0,0
182,CASH_OUT,76775517.0,C300744654,76775517.0,0.0,C513722658,0.0,76775517.0,1,0
253,CASH_OUT,3637316.0000000005,C622083054,1866300.0,0.0,C1478319513,6524664.0,10161980.0,0,0
95,TRANSFER,5674514.0,C872526349,5674514.0,0.0,C1824885183,0.0,0.0,1,0
322,CASH_OUT,5836336.0,C462647660,0.0,0.0,C1392612623,102323918.0,108160254.0,0,0
258,CASH_OUT,7544471.000000001,C611030487,32067700.0,24523229.0,C205928299,267600969.0,275145440.0,0,0
228,CASH_OUT,17142734.0,C1826967117,0.0,0.0,C98001818,29031206.0,46173941.0,0,0
480,TRANSFER,14674313.0,C159173164,14674313.0,0.0,C1585124596,0.0,0.0,1,0
334,CASH_OUT,20773423.0,C1701356288,5015000.0,0.0,C1888204472,19556027.0,40329449.0,0,0
26,CASH_OUT,7874164.0,C1993214834,7874164.0,0.0,C1402138462,4862852.0,12737016.0,1,0
522,TRANSFER,444617290.00000006,C2025595444,6049600.0,0.0,C417247643,53258.00000000001,444670548.00000006,0,0
681,CASH_OUT,44180360.0,C1441741095,0.0,0.0,C2144392051,1099684515.0,1143864875.0,0,0
282,CASH_OUT,5346334.0,C1178034838,15395100.0,10048766.0,C116762609,5739927.0,11086261.0,0,0
372,CASH_OUT,3250753.0,C538364154,4191900.0,941146.9999999999,C1357400343,0.0,3250753.0,0,0
213,TRANSFER,165016890.0,C507437434,165016890.0,0.0,C1489598243,0.0,0.0,1,0
138,CASH_OUT,953407.0,C1599436025,10011300.0,9057893.0,C1542751414,4939626.0,5893033.0,0,0
359,CASH_OUT,4527185.0,C2057797075,4527185.0,0.0,C1616201785,272577232.0,277104417.0,1,0
140,CASH_OUT,1077813.0,C316840772,0.0,0.0,C993870751,2218121478.0,2219199291.0,0,0
334,TRANSFER,55450115.0,C1771742794,55450115.0,0.0,C799681184,0.0,0.0,1,0
378,CASH_OUT,4598597.0,C60583881,0.0,0.0,C822657693,21987584.0,26586181.0,0,0
10,CASH_OUT,40668360.0,C1614539212,2488600.0,0.0,C1496254520,0.0,203950272.0,0,0
241,TRANSFER,106148224.0,C1780378261,106148224.0,0.0,C339002050,0.0,0.0,1,0
